object_id,link_resource,description
656430,http://www.metmuseum.org/art/collection/search/656430,"The identification of the sitter as Yun Dongseom, a celebrated scholar, calligrapher, and civil-official, can be confirmed by two other extant portraits in Korean collections. Here, the elderly statesman, dressed in formal attire, is shown in three-quarter view seated in a high-back chair draped with a leopard skin, and against a blank background. A heightened sense of realism guides the rendering of the figure, as was the trend in portraits of the time. The detailed treatment of Yun's face, through crisp, fluid lines and subtle shading, captures both his physical characteristics and strong personality. A quintessential example of traditional Korean ancestral portraiture, this painting would have functioned as the centerpiece of a family shrine dedicated to honoring the family's male lineages, in accordance with the strictures of neo-Confucian philosophy.

Although there is no inscribed date, this piece is similar to dated works from the late eighteenth century. One detail that may narrow the dating is the belt: those made of rhinoceros horn and gold were reserved for officials of second rank or higher, a status Yun achieved in 1790. If painted during his lifetime, this portrait would date to 1790-95. Alternatively, the scroll may have been painted posthumously (likely within a decade of his death), a common practice for ancestral portraits."
449457,http://www.metmuseum.org/art/collection/search/449457,"Although this is the only known buff ware pitcher with an animal-headed spout, the type occurs among differently glazed ceramic and metal pitchers of the same period. The decoration on the body of the pitcher includes a field of birds, perhaps peacocks, and other scattered motifs, as well as the yellow and green glazes typical of buff ware."
464360,http://www.metmuseum.org/art/collection/search/464360,"Represented here by their characteristic attributes are the four evangelists surrounding the Lamb of God (Agnus Dei), as derived from the vision of John in the Book of Revelation (4:6-7): an angel (Matthew), a winged lion (Mark), a winged ox (Luke), and an eagle (John). Originally this plaque would have covered a deluxe binding of a now-lost Gospel book. The stylization of the symbols and the type of interlaced foliate cross find parallels in manuscript illumination produced within the southern Italian region of Benevento, including at the famed Benedictine monastery of Monte Cassino."
438816,http://www.metmuseum.org/art/collection/search/438816,"Unrivaled for its scale and ambition, this monumental forest scene was begun early in Rousseau's career and remained unfinished at the time of his death, despite the urging of Millet and other artist friends to complete and exhibit it. By one account, Rousseau's intention was to recreate the effect of a sunset he had seen in Bas-Bréau, a section of Fontainebleau forest, in December 1845. The tangled web of trees, denuded of foliage and suffused with deep color, conveys a sense of awe before nature that is amplified by the presence of two stooped peasants at the center."
438818,http://www.metmuseum.org/art/collection/search/438818,"Corsican by birth, Moltedo was an enterprising businessman and inventor, agent to the French clergy at the Vatican, and director of the Roman post office from 1803 until 1814. Painted during one of the most productive periods of Ingres's nascent career, this refined portrait belongs to a series of commissions he received from French officials in Napoleonic Rome. They are distinguished by the inclusion of Roman views as backdrops--in this case the Appian Way and the Colosseum--as well as by stormy gray skies, a Romantic conceit that serves as a foil to the calm and secure expressions of the men portrayed."
441769,http://www.metmuseum.org/art/collection/search/441769,"Wright depicts a site that had long been a popular destination for visitors to Naples. Indeed he could reasonably expect that Londoners who viewed this painting at the Royal Academy in 1779 would recognize the tomb of Virgil (70-19 BCE), author of the Aeneid. Perhaps more obscure is the figure, Silius Italicus, the Roman orator who commemorated the anniversary of the great poet's death each year by reading his verses aloud within the tomb. As a meditation on mortality, Wright fittingly contrasts the flickering glow of the lantern and the silvery moonlight spreading over the landscape."
438820,http://www.metmuseum.org/art/collection/search/438820,"This painting, which initiated a series of pictures devoted to the lives of women, shows Courbet's three sisters--Zélie, Juliette, and Zoé--strolling in the Communal, a small valley near his native village of Ornans. One of the girls offers alms to a young cowherd. Courbet had high hopes for the work, but when it was exhibited at the Salon of 1852, critics attacked it as tasteless and clumsy. They reviled the models' common features and countrified costumes, the ""ridiculous"" little dog and cattle, and the overall lack of unity, including traditional perspective and scale."
438821,http://www.metmuseum.org/art/collection/search/438821,"Before embarking on a series of pictures inspired by Polynesian religious beliefs, Gauguin devoted this, his first major Tahitian canvas, to a Christian theme, describing it in a letter of March 1892: ""An angel with yellow wings reveals Mary and Jesus, both Tahitians, to two Tahitian women, nudes dressed in pareus, a sort of cotton cloth printed with flowers that can be draped from the waist. Very somber, mountainous background and flowering trees . . . a dark violet path and an emerald green foreground, with bananas on the left. I'm rather happy with it."" Gauguin based much of the composition on a photograph he owned of a bas-relief in the Javanese temple of Borobudur."
438822,http://www.metmuseum.org/art/collection/search/438822,"This work was probably shown in the Salon d'Automne of 1907, but it treats a theme that Rousseau first explored in Surprised! of 1891 (National Gallery, London). He based the exotic vegetation of his many jungle pictures on studies that he made in Paris's botanical gardens, and adapted the wild beasts from popular ethnographic journals and illustrated children's books. Rousseau's nickname, ""le Douanier,"" derives from his job as a customs official."
316529,http://www.metmuseum.org/art/collection/search/316529,"This aquamanile depicts a leopard crouching, a posture that signifies his readiness to pounce. This example is unusual in that its head is detachable, allowing the vessel to be filled with water through the opening in the neck, which is decorated with a collar of coral beads. The liquid flows through an open space between the leopard's front teeth. 
The leopard is the most common form of zoomorphic aquamanile made in Benin. Coined ""king of the bush,"" it is one of the principal symbols of the Oba in Benin art, expressing his ferocious, aggressive nature. It is particularly associated the Oba Ewuare the Great, the legendary source of brass vessels in Benin."
464428,http://www.metmuseum.org/art/collection/search/464428,"A masterpiece in the corpus of Byzantine ivory icons, this small representation of the Crucifixion is the only surviving portion of a triptych whose wings are now missing. It was probably used as a personal devotional object in a private setting. The entire scene is represented taking place beneath a baldachin supported by columns carved á jour. The upper left and right corners contain stylized palmettes, a detail sometimes seen in an analogous position in manuscript illustrations. Christ is represented slumped in death, nude except for a perizoma, or loincloth. Underneath the foot support are three Roman soldiers who are playing dice for Christ's seamless robe (John 19:23-24). At the bottom of the composition, Christ's cross pierces the belly of a reclining, bearded male figure representing Hades, ruler of the Underworld, abode of the dead in classical mythology. This is a unique detail that visually proclaims Christ's triumph over death and sin. The complementary inscription affirms ""the cross implanted in the stomach of Hades."" The figures of the Virgin Mary and the Apostle John stand on either side of the cross; the Virgin makes a rhetorical gesture toward Christ, while the Apostle raises his hand to his face in sorrow. This feeling of gentle introspection parallels the mosaic image of the same scene found at the eleventh-century Monastery of Daphni near Athens.

This Byzantine depiction of the Crucifixion emphasizes Christ's victory over death. In this case, the cross signifies both the weapon with which Christ's crucifixion wins man's salvation and a victory standard. The impact of this message is brilliantly conveyed through the simplicity of the composition, which is marked by large areas of uncarved ivory underneath the architectural canopy. The resulting shallow space creates a dramatic stage for the emotional pathos of the figures."
470328,http://www.metmuseum.org/art/collection/search/470328,"From its original location behind the altar of the Trinity at Florence cathedral, this image would have been visible across the entire length of the church. Mary, holding her breast, says to Jesus, ""Dearest son, because of the milk that I gave you, have mercy on them."" Jesus, touching the wound in his side, gazes up and asks, ""My father, let those be saved for whom you wished me to suffer the Passion"" as God the Father sends the Dove of the Holy Spirit down from Heaven."
464607,http://www.metmuseum.org/art/collection/search/464607,"Interrupted in her spiritual meditations, the Virgin Mary modestly recoils from the archangel Gabriel (now lost), whose message foretells the birth of the Christ Child.  The statuette's sensitively carved features and slight smile, elongated proportions, and graceful draperies show stylistic analogies to courtly art in Paris."
308408,http://www.metmuseum.org/art/collection/search/308408,"This ceramic stirrup-spout bottle in the shape of a fox head dressed in a turban was made by artists of the Moche culture of Peru's North Coast. The vessel is painted using red and white slip (a suspension of clay and/or other colorants in water). The fox wears a typical Moche turban that extends over the back of his neck and is held on by a band that goes over the top of the head and ties under the chin. The edge of the turban has a repeating, stylized catfish head design. The creature's face is painted with a broad, vertical white stripe in the center, flanked by two red stripes, emulating the type of face paint seen on ceramic portraits of human warriors. 

Anthropomorphic animals, including fox warriors, are often depicted in Moche ceramics--both modelled and painted (for other examples in the Met's collection see 82.1.29 and 1983.546.4)--as well as in mural painting (Donnan and McClelland, 1999; Trever, 2017). The significance of this type of representation is unclear but it may illustrate the Moche's veneration of these animals, who may have been thought to possess have special powers. Foxes hunt and capture small prey, much as warriors would fight and capture prisoners. Foxes also may have been associated with the world of the dead, as they are primarily nocturnal and live in underground burrows.

The stirrup-spout vessel--the shape of the spout recalls the stirrup on a horse's saddle--was a much favored form on Peru's northern coast for about 2,500 years. Although the importance and symbolism of this distinctive shape is still puzzling to scholars, the double-branch/single-spout configuration may have prevented evaporation of liquids, and/or that it was convenient for carrying. Early in the first millennium CE, the Moche elaborated stirrup-spout bottles into sculptural shapes depicting a wide range of subjects, including human figures, animals, and plants worked with a great deal of naturalism. About 500 years later, bottle chambers became predominantly globular, providing large surfaces for painting complex, often multi-figure, scenes. 

The Moche (also known as the Mochicas) flourished on Peru's North Coast from 200-850 CE, centuries before the rise of the Incas. Over the course of some six centuries, the Moche built thriving regional centers from the Nepeña River Valley in the south to perhaps as far north as the Piura River, near the modern border with Ecuador, developing coastal deserts into rich farmlands and drawing upon the abundant maritime resources of the Pacific Ocean's Humboldt Current. Although the precise nature of Moche political organization is a subject of debate, these centers shared unifying cultural traits such as religious practices (Donnan, 2010). 

References

Sawyer, Alan R. Ancient Peruvian Ceramics: The Nathan Cummings Collection (New York: The Metropolitan Museum of Art, 1966), p. 44.

Wassermann-San Blás, Bruno John. Céramicas del antiguo Perú de la colección Wassermann-San Blás (Buenos Aires: Bruno John Wassermann-San Blás, 1938), p. 99. 

Further Reading

Donnan, Christopher B. ""Moche State Religion,"" in New Perspectives on Moche Political Organization, edited by Jeffrey Quilter and Luis Jaime Castillo (Washington D.C.: Dumbarton Oaks Research Library and Collection, 2010), pp. 47-69. 

Donnan, Christopher B. and McClelland, Donna. Moche Fineline Painting: Its Evolution and Its Artists (Los Angeles: Fowler Museum of Cultural History, University of California, 1999).

Trever, Lisa. The Archaeology of Mural Painting at Pañamarca, Peru, with contributions by Jorge Gamboa, Ricardo Toribio, and Ricardo Morales (Washington, DC: Dumbarton Oaks Research Library and Collection, 2017)."
464443,http://www.metmuseum.org/art/collection/search/464443,"According to the Gospels, Jesus appeared to his disciples several times after the Resurrection, including on the road from Jerusalem to Emmaus. In the encounter, represented at the top of this plaque, the disciples lament the Crucifixion, while Jesus explains the redemptive nature of his sacrifice. Below, Jesus appears to Mary Magdalene, who at first thinks he is a gardener. When she recognizes him, he tells her not to touch him (noli me tangere) since the Ascension has not yet occurred.

The swirling drapery, elongated bodies, and emphatic gestures convey the drama of these miraculous events and relate the plaque to works produced in León, an important royal city on the pilgrimage road. This precious ivory carving was part of a larger ensemble, perhaps a reliquary shrine decorated with other scenes from the life of Jesus."
440723,http://www.metmuseum.org/art/collection/search/440723,"This arresting picture was made after Gérôme returned to Paris from a twelve-week journey to the Near East in 1868. He was at the height of his career when he dressed a model in his studio with garments and accessories he had acquired abroad. The artist's Turkish title for this picture--which translates as ""headless""--evokes the poorly paid auxiliary soldiers who fought ferociously for plunder under Ottoman leadership, although it is difficult to imagine this man charging into battle wearing such an exquisite silk tunic. Gérôme's virtuosic treatment of textures provides a sumptuous counterpoint to the figure's dignified bearing."
454611,http://www.metmuseum.org/art/collection/search/454611,"The hull of this sailing ship comprises the names of the Seven Sleepers and their dog. The tale of the Seven Sleepers, found in pre-Islamic Christian sources, concerns a group of men who sleep for centuries within a cave, protected by God from religious persecution. Both hadith (sayings of the Prophet), and tafsir (commentaries on the Qur'an) suggest that these verses from the Qur'an have protective qualities."
468633,http://www.metmuseum.org/art/collection/search/468633,"Aquamanilia, from the Latin words meaning ""water"" and ""hands,"" served to pour water over the hands of priests before celebrating Mass and of diners at table. This aquamanile, in the form of a horse and rider, exemplifies the courtly ideals of knighthood that pervaded Western medieval culture and influenced objects intended for daily use.  It depicts a type of armor that disappeared toward the third quarter of the thirteenth century. Unfortunately, the shield--which probably displayed the arms of the owner--and the lance are no longer extant."
459198,http://www.metmuseum.org/art/collection/search/459198,"In Renaissance Italy, fine maiolica was often associated with the relaxed yet elegant atmosphere of the country estate, where hospitality was generally overseen by women. This plate belongs to a service commissioned by Eleonora Gonzaga, Duchess of Urbino, as a gift for her mother, Isabella d'Este, Marchioness of Mantua. On all the known pieces, Isabella's arms are joined with those of her husband, Gianfrancesco Gonzaga. The arms are frequently accompanied by mottoes and heraldic or personal badges belonging to Isabella or her husband. Twenty-one pieces of the service survive, all decorated by the greatest maiolica painter of the sixteenth century, Nicola da Urbino. The center of this dish shows Isabella's coat of arms surrounded by three of her personal emblems: a musical scroll, a candelabrum with one lit candle, and a bunch of lottery tickets. On the rim is a portrayal of the musical contest between Apollo and Pan judged by King Midas, a subject recounted in Ovid's ""Metamorphoses."" The subtle coloring and delicate execution of the expansive landscape setting reveal the artist's consummate skill. Another piece from this service is also in the Robert Lehman Collection."
314704,http://www.metmuseum.org/art/collection/search/314704,"Bamana figures such as this were the focal point of celebrations of the ""Jo"" and ""Gwan"" initiation societies (associations of men and women) in several villages in southern Mali. This work depicts an idealized male leader that would have been the companion to a similarly attired mother and child representation. For annual rituals, a community's collection of a series of such works were removed from shrines, cleaned and oiled, decorated with cloth and beads, and displayed in the village square as a group. The mother and child and her male counterpart were placed in central positions of honor, distinguished by attributes of their extraordinary physical and supernatural powers.

This figure is depicted wearing a hunter's hat adorned with animal horns and amulets. The amulets serve to heighten his powers of perception and in doing so augment his abilities to find game. He holds a lance considered a ""weapon of distinction."" Such arms, relics of heroic ancestors, were handed down from father to son at the time of initiation. The knife worn on his upper arm is also associated with hunting and is of the type frequently seen on older examples of Bamana sculpture, including terracottas dating as far back as the twelfth century. The heavily lidded eyes, closed mouth, and arms held close to the body suggest a sense of calm and self-possession, accentuating the stature and respect commanded by the figure."
453673,http://www.metmuseum.org/art/collection/search/453673,"The text of this book is a series of moralizing poems on the merits of the ascetic life, three of which are illustrated. This painting illustrates the parable of a recluse who accepts bread from an infidel (depicted here as the English monarch Charles II) and is chided by a dog. The beautiful birds in the margin of the page compete for attention with the witty illustration. Another painting illustrating this poem shows the recluse praying in the wilderness.

A third painting accompanies a poem on the regrets of a life spent learning useless information; the artist has shown a school where only the sciences are taught, its teachers dozing, meditating and drinking. 

A final image accompanies a poem about hypocrisy--it shows the widow Bibi Tamiz praying, although she is known to be a prostitute."
472562,http://www.metmuseum.org/art/collection/search/472562,"Elaborately worked in cloisonné enamel, the lid of this box displays Christ on the cross wearing the colobium (sleeveless or short-sleeve tunic) associated with early images of the Crucifixion. Christ stands erect, his eyes wide open. His posture, the sun and the moon on either side of his head, and the flowers growing at the base of the cross express Christ's triumph over death. Beside him the Virgin and John the Theologian raise their hands to their faces in a gesture of mourning. Twenty-seven busts of saints appear on the lid and sides of the box. Worked in niello on the undersurface of the lid are four scenes from the life of Christ--the Annunciation, the Nativity, the Crucifixion, and the Anastasis (Descent into Hell). The interior of the box houses a cross-shaped container for the relic, with the remaining spaces possibly meant to contain other relics associated with the Holy Land. The patterns on the base resemble a book cover, perhaps a reference to the Gospels, which contain the story of the Crucifixion. The box is a testament to the sacrifice of Christ and the promise of salvation through his death."
314826,http://www.metmuseum.org/art/collection/search/314826,"Of all Rapa Nui wood sculptures, the naturalistic male figures known as moai tangata, with their enlarged heads, frontal stance, and prominent stomachs, bear the closest formal resemblance to the island's well-known stone figures. Little is known about the nature and use of moai tangata, but they likely portray ancestors or other powerful supernatural beings. This example has a hole drilled through the neck, indicating that like other Rapa Nui figures, it may have been worn as a pendant during harvest festivals and other ceremonies.
What appears to be the figure's hair consists of a group of three images depicting fish-like creatures with human heads and long flowing beards. These distinctive fish-men, virtually identical to examples that appear in Rapa Nui rock art, possibly represent spirits called nuihi, which combine the features of humans and sharks."
438817,http://www.metmuseum.org/art/collection/search/438817,"This work and its variant in the Musée d'Orsay, Paris, represent the most ambitious paintings Degas devoted to the theme of the dance. Some twenty-four women, ballerinas and their mothers, wait while a dancer executes an ""attitude"" for her examination. Jules Perrot, a famous ballet master, conducts the class. The imaginary scene is set in a rehearsal room in the old Paris Opéra, which had recently burned to the ground. On the wall beside the mirror, a poster for Rossini's Guillaume Tell pays tribute to the singer Jean-Baptiste Faure, who commissioned the picture and lent it to the 1876 Impressionist exhibition."
438815,http://www.metmuseum.org/art/collection/search/438815,"In this commissioned portrait, as Marcel Proust observed, Renoir gave expression to ""the poetry of an elegant home and the beautiful dresses of our time."" In the Japanese-style sitting room of her Parisian townhouse--the décor and chic gown testifying to her stylish taste--Marguerite Charpentier sits beside her son, Paul. At age three, his locks are still uncut and, in keeping with current fashion, he is dressed identically to his sister Georgette, perched on the family dog. The well-connected publisher's wife, who hosted elite literary salons attended by such writers as Flaubert, the Goncourts, and Zola, used her influence to ensure that the painting enjoyed a choice spot at the Salon of 1879."
25111,http://www.metmuseum.org/art/collection/search/25111,"This 112-sheet manuscript includes depictions of contestants equipped for various tournaments; a parade preceding a late form of tournament called a carrousel; participants in tournaments known as Gesellenstrechen, or bachelors' jousts, held in Nuremberg between 1446 and 1561; and depictions of pageant sleighs, some of which were used in a parade held in the winter of 1640-41. The illustrations are probably the work of a Briefmaler, or letter painter, who also would have written and embellished official documents and painted coats-of-arms.

In many instances, the names of the tournament participants are written above them. They are armed for the Gestech, the joust fought with blunt lances. A helmet and a four-pronged lance head similar to those in the album are also on display in gallery 373 (acc. nos. 29.156.67a, 42.50.40). Albums such as this provide an invaluable record of the jousters' colorful costumes, fanciful crests, and humorous, often satirical emblems that decorated the jouster's shields and horse trappings."
438814,http://www.metmuseum.org/art/collection/search/438814,"Throughout his career Delacroix was inspired by the novels of Sir Walter Scott, a favorite author of the French Romantics. This painting depicts a scene from Ivanhoe: the Jewish heroine Rebecca, who had been confined in the castle of Front de Boeuf (seen in flames), is carried off by two enslaved Muslim warriors commanded by the covetous Christian knight Bois-Guilbert. The contorted, interlocking poses and compacted space, which shifts abruptly from the elevated foreground to the fortress behind, create a sense of intense drama. Apart from the still life at the lower left, the only element of calm is Rebecca herself."
307472,http://www.metmuseum.org/art/collection/search/307472,"The Moche (also known as the Mochicas) flourished on Peru's North Coast from 200-850 CE, centuries before the rise of the Incas. Over the course of some six centuries, the Moche built thriving regional centers from the Nepeña River Valley in the south to perhaps as far north as the Piura River, near the modern border with Ecuador, developing coastal deserts into rich farmlands and drawing upon the abundant maritime resources of the Pacific Ocean's Humboldt Current. Although the precise nature of Moche political organization is a subject of debate, these centers shared unifying cultural traits such as religious practices (Donnan, 2010). 

Moche potters produced tens of thousands of modeled and painted ceramic vessels over the course of some six centuries, and these were used in specific rituals; many, but not all, were ultimately placed in tombs. Portrait heads--so-called for their striking apparent resemblance to specific individuals--are a subset of this larger corpus. Their production was limited in time and space: they have been found only in the southern Moche region--south of the Pampa de Paiján, in the Chicama, Moche, and Virú valleys--and the most lifelike examples date to the later part of the Moche period, Phases III and IV (Donnan, 2001; 2004). 

Created with the use of molds--multiple vessels were made with the use of a single mold or matrix--the bottles were then painted with cream and red slip in distinctive ways. The individual depicted here wears a head cloth, painted in a cream slip, over his hair and tied under the chin, and a headband decorated with a geometric pattern. The sclera of the eyes were highlighted with cream slip against the ochre red of the face, giving the portrait a lifelike appearance. Other details such as eyebrows and face painting on the chin were applied after firing, most likely with the use of an organic pigment that was then heated. A vessel now in the Fowler Museum at UCLA (X91.145; Donnan 1992:64) bears a very similar face, and may have been made from the same mold or matrix, but was painted differently and given a simple, tapered spout. 

The stirrup-spout vessel--the shape of the spout recalls the stirrup on a horse's saddle--was a much-favored form on Peru's North Coast for about 2,500 years, from at least the beginning of the first millennium BCE through the early colonial period. The double-branch-single-spout configuration may have had practical advantages, as an ingenious handle, but it was also surely symbolic. As there was no tradition of writing in this region prior to the sixteenth century, however, the specific meanings of the shape remain unknown. The Moche shaped stirrup-spout bottles into a wide range of forms, including human figures, animals, and plants, and combinations of these. 

It is difficult to state with certainty how portrait vessels were viewed in the past. Based on a comprehensive study of some 900 portrait heads and related archaeological data, Christopher Donnan (2001, 2004) has argued that they represented prominent individuals who would have been known by members of their community. Other scholars have emphasized their final contexts in burials, suggesting that such vessels are literal representations of decapitated heads, acts of reverence or devotion by kin (Weismantel, 2015). Interestingly, certain animals were depicted in ways akin to humans (see accession number 63.226.6). 

Joanne Pillsbury, Andrall E. Pearson Curator, Arts of the Ancient Americas

Hugo C. Ikehara-Tsukayama, Andrew W. Mellon Curatorial/Collection Specialist Fellow, Arts of the Ancient Americas
2021

References and Further Reading

Castillo, Luis Jaime, Cecilia Pardo, and Julio Rucabado. Moche y sus vecinos: Reconstruyendo identidades. (Lima: Museo de Arte de Lima, 2016).

Donnan, Christopher B. ""Moche State Religion,"" in New Perspectives on Moche Political Organization, edited by Jeffrey Quilter and Luis Jaime Castillo (Washington D.C.: Dumbarton Oaks Research Library and Collection, 2010), pp. 47-69. 

Donnan, Christopher B. Moche Portraits from Ancient Peru (Austin: University of Texas Press, 2003). 

Donnan, Christopher B. ""Moche Ceramic Portraits,"" in Moche Art and Archaeology in Ancient Peru, edited by Joanne Pillsbury (Washington, D.C., New Haven: National Gallery of Art; Distributed by Yale University Press, 2001), pp. 126-139.

Donnan, Christopher B. and Donna McClelland. Moche Fineline Painting: Its Evolution and Its Artists (Los Angeles: Fowler Museum of Cultural History, University of California, Los Angeles, 1999). 

Donnan, Christopher B. Ceramics of Ancient Peru (Los Angeles: Fowler Museum of Cultural History, University of California, Los Angeles, 1992).

Trever, Lisa. ""A Moche Riddle in Clay: Object Knowledge and Art Work in Ancient Peru."" The Art Bulletin 101:4 (2019), pp. 18-38.

Weismantel, Mary. ""Many Heads are Better than One: Mortuary Practice and Ceramic Art in Moche Society,"" in Izumi Shimada and James L. Fitzsimmons, eds., Living with the Dead in the Andes, pp. 76-99. Tucson: University of Arizona Press, 2015. 

Wołoszyn, Janusz Z., and Francisco Javier Villaverde González. Los rostros silenciosos: Los huacos retrato de la cultura moche. Lima, Peru: Fondo Editorial, Pontificia Universidad Católica del Perú, 2008."
469836,http://www.metmuseum.org/art/collection/search/469836,"The legend of Saint Margaret, the Early Christian martyr also known as Marina, details the many painful ordeals she endured before her eventual death during the reign of Emperor Diocletian (r. 284-305).  Having been swallowed by the devil in the guise of a dragon, the saint burst unharmed from its body after making the sign of the cross.

Dating from about 1475, this work is an outstanding example of the Languedoc style of the late fifteenth century, which was centered in medieval Toulouse. This work is remarkable for the contrast of the idealism and delicacy of the figure set against the scaly and coarse textures of the lizard-turned-dragon at the base of the composition."
446560,http://www.metmuseum.org/art/collection/search/446560,"In this dramatic painting, a king submits to justice after having accidentally killed a shepherd while hunting. He offers the boy's grieving mother a choice: to take his sword and cut off his head, which will fall in the golden dish between them, or to accept the second dish filled with gold. Some of the marginal figures are of European inspiration, while the rocks are Persian and the main figures are typically Mughal."
468590,http://www.metmuseum.org/art/collection/search/468590,"Active as a painter and an illuminator, Girolamo dai Libri came from a family of illuminators, as his name (Jerome of the Books) suggests. He sometimes collaborated with his father, Francesco. Here, he effectively distinguished between the Easter scene as sacred theater and the letter as a stage set by painting a blue theatrical mask in the middle of the A."
446562,http://www.metmuseum.org/art/collection/search/446562,"Approximately one century after the Persian poet Nizami wrote his Khamsa (Quintet), the Indian poet Amir Khusrau Dihlavi composed a response using Nizami's structure but varying his stories slightly. This painting comes from the Mughal emperor Akbar's (r. 1556-1605) personal copy of Amir Khusrau's verses. It shows the king Bahram Gur with his beautiful slave girl, Dilaram, who could make animals sleep or awaken with the sound of her music."
446563,http://www.metmuseum.org/art/collection/search/446563,"The Khamsa (Quintet) of the Indian poet Amir Khusrau Dihlavi localizes its model, the Khamsa of Nizami, by rooting several of the stories in an Indian idiom. Likewise, the illustrations made for Akbar's (r. 1556-1605) copy are set in typically Indian landscapes. Here, a Muslim pilgrim to Mecca meets a Brahman who travels to a Hindu temple by inching his way in a series of prostrations. Impressed by this religious zeal, the Muslim removes his own shoes and continues on his way barefoot."
307473,http://www.metmuseum.org/art/collection/search/307473,"The stirrup-spout vessel--the shape of the spout recalls the stirrup on a horse's saddle--was a much favored bottle shape on Peru's northern coast for about 3,000 years. Although the importance and symbolism of this distinctive form is still puzzling to scholars, it has been suggested that the double-branch/single-spout shape may have prevented evaporation of liquids, and/or that it was convenient for carrying. Early in the first millennium CE, the Moche elaborated stirrup-spout bottles into sculptural shapes depicting a wide range of subjects, including human figures, animals, and plants worked with a great deal of naturalism. About 500 years later, bottle chambers became predominantly globular, providing large surfaces for painting complex multifigure scenes. On this bottle, two animated warriors, their faces covered with fox face masks, carry round shields and war clubs. They are shown running across a hilly desert landscape indicated by a wavy line and cactus plants. A strong sense of forward motion is conveyed by leaning bodies and long strides. The warriors wear decorated long skirts, trapezoidal belt ornaments, and conical helmets."
446567,http://www.metmuseum.org/art/collection/search/446567,"Approximately one century after the Persian poet Nizami wrote his Khamsa (Quintet), the Indian poet Amir Khusrau Dihlavi composed a response using Nizami's structure but varying his stories slightly. This painting comes from the Mughal emperor Akbar's (r. 1550-1605) copy of Amir Khusrau's verses. It depicts a story told by a princess to the king Bahram Gur, about a youth and the fairy queen he imagines meeting nightly in a lush garden."
48948,http://www.metmuseum.org/art/collection/search/48948,"In the Chinese popular imagination, mendicant monks, conjurers, and mysterious hermits were often thought to be disguised ""living luohans,"" or Buddhist holy men capable of producing miracles. When government corruption and ineptitude imperiled social order, as it did in late Ming times, such superstitious messianic beliefs became more widespread. Here, in one of his earliest extant works, Wu Bin embraced an archaic figure style and followed the tradition of depicting luohans as fantastic eccentrics whose grotesque features belie their inner spiritual nature. Wu's humorous painting may have had a serious message: holiness can be concealed within an outwardly incongruous form."
470599,http://www.metmuseum.org/art/collection/search/470599,"Across three generations, men of the d'Aluye family of France embarked for the Holy Land, their mission to reclaim it for European Christians and redeem their own souls. The pride of this knight was such that he chose to be presented for eternity as a heavily armed--but prayerful--warrior. His sword does not match his armor; its form is typical of Chinese weaponry. Did he purchase it in a market of the Holy Land or forcibly wrest it from an adversary?"
472155,http://www.metmuseum.org/art/collection/search/472155,"This panel which is part of a larger ensemble was commissioned for the private chapel in the castle of Ebreichsdorf, south of Vienna. Originally, there were eighteen scenes, some extending across two lights of the windows. Except for one panel in Vienna, The Cloisters panels are all that survive. The royal atelier responsible for the glass was established in Vienna, where its early work can be seen in the Church of Maria am Gestade, of about 1365, and in the ducal chapel at the Cathedral of Saint Stephen, of about 1395. The elegant figures, richly damascened background, as well as the wealth of detail and the brilliant palette that enrich the settings, are all characteristic of this court workshop."
316524,http://www.metmuseum.org/art/collection/search/316524,"Probably influenced by European examples, aquamaniles in the shape of animals are among the brass works cast in Benin. Like their European counterparts, aquamaniles cast in Benin are used, as their name suggests, for washing the hands. After dressing for Ugie Erha Oba, the ceremony that honors his paternal ancestors, the Oba washes his hands with water poured from an aquamanile in the form of a leopard, such as this one. It has a small, round, hinged opening at the top of the head through which is can be filled with water, which is then poured out through the pierced nostrils. The tail, arching over the back, serves as a handle."
486837,http://www.metmuseum.org/art/collection/search/486837,"In 1909, after meeting Constantin Brancusi, Modigliani began to produce sculptures by carving into stone, completing about twenty-five works throughout his short career. The style of these abstracted, elongated heads is echoed in his subsequent figure and portrait paintings. Fittingly, this particular head, with its strong connection to African sculpture, was originally owned by the American artist and African art collector Frank Burty Haviland. Haviland lived in France, and Modigliani became familiar with his collection. In addition to African art, Modigliani's sculptures reflect his knowledge of ancient Cycladic, Sumerian, Egyptian, and Greek art."
438417,http://www.metmuseum.org/art/collection/search/438417,"These two figures are seen from behind so that the viewer may participate in their communion with nature. One has often been identified as Friedrich himself, and the other is Friedrich's disciple August Heinrich (1794-1822). Fascination with the moon ran high among the German Romantics, who regarded the motif as an object of pious contemplation. This is the third version of one of Friedrich's most famous compositions, the first of which was painted during Heinrich's lifetime (1819; Albertinum, Dresden) and the second soon after his death (ca. 1824; Nationalgalerie, Berlin)."
446646,http://www.metmuseum.org/art/collection/search/446646,"The finest Indian carpets were made with a pile of pashmina wool and a foundation of silk, which allowed for hundreds of knots to be tied per square inch. Increasing the suppleness and softness of the carpet, the greater number of knots also increased the subtlety of the patterns that could be made on the carpet; here, a scrolling vine from which bloom palmettes, poppies, irises and serrated lancet leaves. Pashmina wool, the undercoat of the Himalayan mountain goat, was obtained from Kashmir (in northern India) and from western Tibet, from which imports were strictly regulated."
