"met_object_id","link_resource","provenance"
"313340","http://www.metmuseum.org/art/collection/search/313340","[André Emmerich Gallery, New York, until 1965]; Nelson A. Rockefeller, New York, 1965, on loan to The Museum of Primitive Art, New York, 1965–1978"
"458971","http://www.metmuseum.org/art/collection/search/458971","Albin Chalandon, Paris; Georges Chalandon, Paris; Camille Benoît, Paris (see M. Logan, ""L'exposition de l'ancien art siennois,"" Gazette des Beaux-Arts, ser. 3, vol. 32, 1904, pp. 210-11; Crowe and Cavalcaselle, New History, vol. 3 1914, p. 178); F. Kleinberger, Paris; acquired by Philip Lehman in January 1917"
"313330","http://www.metmuseum.org/art/collection/search/313330","[André Emmerich Gallery, New York, until 1965]; Nelson A. Rockefeller, New York, 1965, on loan to the Museum of Primitive Art, New York, 1965–1978"
"459016","http://www.metmuseum.org/art/collection/search/459016","Palazzo Barberini, Rome, likely 1679-at least 1881 and probably 1890; E. Volpi, Florence, as early as 1890-1905; exported from Italy, July 1905 (dated customs stamp on reverse of panel); Oscar Huldschinsky, Berlin, from 1906-May 1928; Huldschinsky sale, Cassirer and Helbing, Berlin, May 10–11, 1928, no. 54; bought by Böhler and Steinmeyer at the Hulschinsky sale for Robert Lehman."
"459087","http://www.metmuseum.org/art/collection/search/459087","Javier de Quinto, conde de Quinto (d. 1860), Madrid and Paris; condesa de Quinto, Paris, (sale catalogue, 1862 [no auction held], lot 68 [?]; Sir William Stirling Maxwell (1818–1878), Pollok, Keir, and Cadder, Scotland; General Archibald Stirling; Lieutenant Colonel William Stirling; acquired by Robert Lehman, New York in 1953."
"459027","http://www.metmuseum.org/art/collection/search/459027","Possibly Michele Contarini (1543); probably Gabriele Vendramin (1565); Fürstlich Liechtensteinische Gemäldegalerie, Vienna, Austria and Vaduz, Liechtenstein [as Antonello da Messina] by 1863 and until at least 1957, inventory numbers 1081 and 734; Wildenstein, New York from 1961. Acquired by Robert Lehman in November 1967."
"317618","http://www.metmuseum.org/art/collection/search/317618","Court of Emperor Dawit or the Monastery of Däbrä Ḥayq Ǝsṭifanos(?); Ginette Giordana, Nimes, France, 1960s–1996; [Sam Fogg, Ltd., London, 1996–1998]"
"459052","http://www.metmuseum.org/art/collection/search/459052","A. Merli, Bremen, Germany; his sale, Frankfurt am Main, September 11, 1815, lot 144; [Silberberg]; Gerhard Seibel, Elberfeld (lent by him to the Central-Museum zu Düsseldorf); Salomon Oppenheim the younger (d. 1828), Cologne, by 1825; by descent to his grandson, Albert, Freiherr von Oppenheim (d. 1912), Cologne; his sale, Rudolf Lepke, Berlin, March 19, 1918, lot 6; Busch, Mainz; [Y. Perdoux, Paris]; acquired by Philip Lehman from Perdoux in 1920."
"459082","http://www.metmuseum.org/art/collection/search/459082","Sale, Amsterdam, June 16, 1802, lot 144 (to Lafontaine for Fl 94); Lafontaine; his sale, Christie's, London, June 13, 1807, lot 16; probably Lord Young, Edinburgh and Silverknowe, Midlothan, Scotland; his sale, Christie's, London, February 29, 1908, lot 66 (to Lewis and Simmons); [Lewis and Simmons, London]; Leopold Koppel, Berlin, by 1908 and still in 1935; consigned to M. Knoedler and Co, New York by Albert L. Koppel, October 1, 1943; purchased by M. Knoedler and Co, New York from Albert L. Koppel, Toronto, April 27, 1945; acquired by Robert Lehman from M. Knoedler and Co, New York, May 2, 1945."
"459083","http://www.metmuseum.org/art/collection/search/459083","Commissioned by Jan van Duren, Deventer; his son, Damiaan van Duren; his daughter, Elisabeth van Duren, who married Martinus van Doorninck in 1738; by descent to M. van Doorninck D Jzn., Deventer, by 1882 and still in 1897; P.W. van Doorninck, Bennekom and later Colmschate, at least 1901-1909; C. F. L. de Wild, The Hague; [F. Kleinberger Galleries, Paris and New York]; Charles Beistegui, Paris, by 1912; [M. Knoedler and Co., London and New York]. Acquired by Philip Lehman from Knoedler in November 1912."
"39883","http://www.metmuseum.org/art/collection/search/39883","Horace Havemeyer , New York (until 1929; donated to MMA)"
"39881","http://www.metmuseum.org/art/collection/search/39881","[ Garrett Chatfield Pier , New York, until 1913; sold to MMA]"
"473465","http://www.metmuseum.org/art/collection/search/473465","Probably from the tomb of Uberto III Visconti, from the church of Sant' Eustorgio, Milan.; [ Antichità Il Cartiglio, Florence (sold 2001)]"
"459046","http://www.metmuseum.org/art/collection/search/459046","San Francesco al Prato, Perugia; Arciconfraternità della Pietà del Camposanto Teutonico, Rome, until 1921; ""Monseigneur Del Val"" (probably Anton de Wall, rector of the Camposanto Teutonico); Paolo Paolini, Rome. Acquired by Philip Lehman before 1928."
"472301","http://www.metmuseum.org/art/collection/search/472301","George Grey Barnard American, New York (until 1925)"
"436173","http://www.metmuseum.org/art/collection/search/436173","?[Boussod, Valadon & Cie, Paris; probably bought from the artist and sold about 1888 to Dupuis]; Monsieur Dupuis, Paris (about 1888–d. 1890; sale, Hôtel Drouot, Paris, June 10, 1891, no. 13, as ""Jeune dame coiffée par sa femme de chambre,"" for Fr 2,600 to Mayer [probably Meyer]); [probably Salvador Meyer, from 1891]; Roger Marx, Paris (by 1906–d. 1913; his estate sale, Galerie Manzi-Joyant, Paris, May 11–12, 1914, no. 125, as ""La Toilette,"" for Fr 101,000 to Durand-Ruel [deposit no. 11710, May 19, 1914] for Havemeyer); Mrs. H. O. (Louisine W.) Havemeyer, New York (1914–d. 1929; cat., 1931, pp. 130–31, ill.)"
"39901","http://www.metmuseum.org/art/collection/search/39901","Sir Percival David , London (early 1930s–d.1964); his widow Lady David , later Mrs. Sheila Riddell, London (1964–1977; sold to MMA)"
"39936","http://www.metmuseum.org/art/collection/search/39936","Chang Dai-chien (Zhang Daqian) Chinese(by 1954); John M. Crawford Jr. American, New York (by 1960–1981; sold to MMA)"
"459084","http://www.metmuseum.org/art/collection/search/459084","Commissioned by Jan van Duren, Deventer; his son, Damiaan van Duren; his daughter, Elisabeth van Duren, who married Martinus van Doorninck in 1738; by descent to M. van Doorninck D Jzn., Deventer, by 1882 and still in 1897; P.W. van Doorninck, Bennekom and later Colmschate, at least 1901-1909; C. F. L. de Wild, The Hague; [F. Kleinberger Galleries, Paris and New York]; [Thomas Agnew and Sons, London]; [M. Knoedler and Co., London and New York], 1912. Acquired by Philip Lehman from Knoedler in February 1912."
"39915","http://www.metmuseum.org/art/collection/search/39915","C. C. Wang , New York (until 1973; sold to The Dillon Fund); The Dillon Fund , New York (1973; donated to MMA)"
"459086","http://www.metmuseum.org/art/collection/search/459086","Probably Everill collection; Samuel S. Joseph, London by 1892; Mrs. Joseph, by 1907; [M. Knoedler and Co., London and New York], June 1911 (bought from Mrs. Joseph). Acquired by Philip Lehman from Knoedler in 1912."
"311950","http://www.metmuseum.org/art/collection/search/311950","Augustus Lane-Fox Pitt-Rivers, Farnham, Dorset, U.K.; [K. John Hewett, London, until 1967]; The Museum of Primitive Art, 1967–1978"
"459028","http://www.metmuseum.org/art/collection/search/459028","Possibly Michele Contarini (1543); probably Gabriele Vendramin (1565); Fürstlich Liechtensteinische Gemäldegalerie, Vienna, Austria and Vaduz, Liechtenstein [as Antonello da Messina] by 1863 and until at least 1957, inventory numbers 1081 and 734; Wildenstein, New York from 1961. Acquired by Robert Lehman in November 1967."
"192716","http://www.metmuseum.org/art/collection/search/192716","[ Count Cosimo Alessandri (until 1877; sold to Hainauer) ] ; Oscar Hainauer , Berlin (1877–1906) ; [ Duveen Brothers , by 1909; sold to Altman ] ; Benjamin Altman , New York (1909–d. 1913; bequeathed to MMA)"
"1. On the Morgan Museum relief","Madonna and Child with Cherubim",""
"3. Wilhelm von Bode. Die Sammlung Oscar Hainauer. Berlin","1897",""
"4. See John Pope-Hennessy","with Ronald Lightbown. Catalogue of Italian Sculpture in the Victoria and Albert Museum. 3 vols. London",""
"5. For the tomb","see Frederick Hartt",""
"6. Those formulas were first detected in a stucco relief in the Victoria and Albert Museum (Pope-Hennessy 1964","vol. 1",""
"39918","http://www.metmuseum.org/art/collection/search/39918","John M. Crawford Jr. American, New York (by 1971–d. 1988; bequeathed to MMA)"
"436095","http://www.metmuseum.org/art/collection/search/436095","J. Duz, Paris (by 1888–92; sold on June 8, 1892 to Durand-Ruel); [Durand-Ruel, Paris, 1892–93, stock no. 2316; sold on April 19, 1893 to Durand-Ruel, New York]; [Durand-Ruel, New York, 1893–96, stock no. 1048, sold on February 24, 1896 to Borden]; Matthew C. D. Borden, New York (1896–d. 1912; his estate sale, American Art Association, New York, February 13–14, 1913, no. 76, for $40,000, to Durand-Ruel for Havemeyer); Mrs. H. O. (Louisine W.) Havemeyer, New York (1913–d. 1929; cat. 1931, pp. 102–3, ill.)"
"451270","http://www.metmuseum.org/art/collection/search/451270","Jack S. Rofe, Scotland (in 1929; sale, Sotheby's London,December 12, 1929, to Kevorkian); [ Hagop Kevorkian, New York, from 1929]; [ Kevorkian Foundation, New York, until 1955; gift and sale to MMA]"
"313327","http://www.metmuseum.org/art/collection/search/313327","[Everett Rassiga, New York, until 1965]; Nelson A. Rockefeller, New York, 1965, on loan to The Museum of Primitive Art, New York, 1965–1978"
"324291","http://www.metmuseum.org/art/collection/search/324291","Ex-collection of Khalil Rabenou, New York; by 1953, Kevorkian collection; acquired by the Museum in 1954, purchased from The Kevorkian Foundation, New York."
"451268","http://www.metmuseum.org/art/collection/search/451268","Jack S. Rofe, Scotland (in 1929; sale, Sotheby's London,December 12, 1929, to Kevorkian); Hagop Kevorkian, New York, (from 1929); [ Kevorkian Foundation, New York, until 1955; gift and sale to MMA]"
"436819","http://www.metmuseum.org/art/collection/search/436819","the sitter's parents, Otto and Eugenia (Butschek) Primavesi, Olmütz and Vienna (1913–his d. 1926); Eugenia (Butschek) Primavesi, Vienna (from 1926); Hugo Bernatzik, Vienna (by 1927–28; sold or consigned to Neue Galerie); [Neue Galerie, Vienna, from 1928; sold to Steiner]; Jenny Pulitzer Steiner, Vienna and New York (by 1937–d. 1958; seized by the Nazis and inventoried by them on October 3, 1938, as ""Mädchenbild""; consigned to sale, Dorotheum, Vienna, March 4–6, 1940, no. 224, as ""Stehendes Mädchen,"" unsold; sale, Dorotheum, Vienna, February 4–5, 1941, no. 35, as ""Stehendes Mädchen,"" sold for 2200 marks to Städtische Sammlungen (Municipal Collections), Vienna; Historisches Museum der Stadt, Vienna, 1941–51; restituted to Steiner in 1951 [see Notes]); her daughter and son-in-law, André and Clara (Steiner) Mertens, Westport, Conn. and New York (1958–his d. 1963); Clara (Steiner) Mertens, Westport, Conn. and New York (1963–64)"
"459246","http://www.metmuseum.org/art/collection/search/459246","James-Alexandre, comte de Pourtalès-Gorgier; Pourtalès-Gorgier sale, Paris, 6 February 1865 and following days, lot 1766; Baron Anselm von Rothschild (1803-1874), Vienna; Baron Nathaniel von Rothschild (1836-1905), Vienna; Baron Alphonse von Rothschild (1878-1942); [Rosenberg & Stiebel, New York]. Acquired by Robert Lehman through Rosenberg & Stiebel in January 1948."
"435621","http://www.metmuseum.org/art/collection/search/435621","Erwin Davis, New York (1880–89; bought from the artist through J. Alden Weir for $4,000; his sale, Ortgies & Co., Chickering Hall, New York, March 19–20, 1889, no. 145, for $23,400, bought in by E. R. Leland for Davis and withdrawn from sale; given with 89.21.2 and 89.21.3 [also withdrawn] to The Met)"
"470273","http://www.metmuseum.org/art/collection/search/470273","Lord Delamere, United Kingdom ; Dr. George Saint (d. 1957), Cheadle, Staffordshire (by 1951) ; Mary Saint, Cheadle, Staffordshire (1957-1960) ; [ Sotheby's, London (sold October 14, 1960)] ; [ Rosenberg & Stiebel, New York (sold 1961)]"
"459061","http://www.metmuseum.org/art/collection/search/459061","Fourth earl of Ashburnham, Ashburnham Place, England; Henry Willet, Brighton, by 1897; Rodolphe Kann, Paris (d. 1905); [Duveen Brothers, Paris and New York], by 1908. Acquired by Philip Lehman from Duveen in March 1912."
"202614","http://www.metmuseum.org/art/collection/search/202614","Jean Antoine Houdon (until 1791; sold to Orléans) ; Louis Philippe Joseph, duc d'Orléans (1791–d. 1793; confiscated during the Revolution and kept in a depot in Paris); depot in Paris ; [ perhaps the Forbin-Janson Collection sale, Paris, May 2, 1842, no. 82; purchased for 1,300 F. ] ; [ Collot, Paris , January 16, 1844, no. 52; purchased for 650 F. ] ; Richard Seymour-Conway, 4th Marquess of Hertford , Château de Bagatelle, Paris (d. 1870) ; Sir Richard Wallace , Château de Bagatelle, Paris (d. 1890) ; Lady Wallace (d. 1897) ; Sir John Edward Murray Scott, Bt. , Bagatelle, Paris (d. 1912) ; Lady Victoria Sackville , Paris (by bequest, 1912–14) ; [ Jacques Seligmann & Company, New York , Paris, 1914–17; sold to Davison ] ; Henry Pomeroy Davison , New York (1917–d. 1922) ; his wife, Kate Trubee Davison (1922–62; bequeathed to MMA)"
"459249","http://www.metmuseum.org/art/collection/search/459249","[Frédéric Spitzer, Paris]; Spitzer sale, Paris, 17 April - 16 June 1893, lot 2092, pl. LI (apparently unsold); Spitzer Legacies sale, Anderson Galleries, NY, 9-12 January 1929, lot 599, ill. Acquired by Robert Lehman from the Spitzer Legacies sale."
"459251","http://www.metmuseum.org/art/collection/search/459251","Baron Lionel de Rothschild (1808-1879), London; Baron Nathaniel Mayer de Rothschild (1840-1915); Baron Victor Rothschild (1910-1990); Victor Rothschild sale, Sotheby's, London, 21 April 1937, lot 400; [Duveen Brothers, New York]. Acquired by Robert Lehman through Duveen, May 11, 1956."
"316175","http://www.metmuseum.org/art/collection/search/316175","Louis Slavitz, New York, until 1988"
"459106","http://www.metmuseum.org/art/collection/search/459106","Albert, Prince de Broglie, 1853; by descent, to the subsequent ducs de Broglie; purchased, through Wildenstein & Co., Inc., by Robert Lehman, New York, January 1958."
"459093","http://www.metmuseum.org/art/collection/search/459093","Lenormant, Paris; Bouvier-Lenormant, by descent, Paris; sold to Reitlinger et Tédesco, Paris, 1873; Gellinard Collection, Paris, until 1888; Gellinard Collection sale, Hôtel Drouot, Paris, March 19, 1888, lot 41; Mellerio Collection, Paris, 1894; Anonymous sale, Hôtel Drouot, Paris, March 23, 1908, no. 13; Bessonneau d'Angers Collection; his son-in-law (?) M. Frappier, by 1923; Mme Frappier, by 1925 until at least 1930; Bessonneau d'Angers Collection sale, Galerie Charpentier, June 15, 1954, lot 22; acquired at the Bessonneau d'Angers sale, through Charles Durand-Ruel, by Robert Lehman, New York, 1954."
"468318","http://www.metmuseum.org/art/collection/search/468318","Joseph van Huerne, Bruges (until d. 1844); posthumous sale of Joseph van Huerne, Bruges (October 21, 1844, no. 79); John Swaby, London (ca. 1844–60); his sale, Phillips, London (British)(March 5–13, 1860, no. 416); Henry Thomas Hope, London (ca. 1860–d. 1862); by descent to his wife, Anne Adèle Hope (French); by descent to her daughter, Henrietta Adela Pelham-Clinton, Duchess of Newcastle ; by descent to her son, Henry Pelham Archibald Douglas Pelham-Clinton, 7th Duke of Newcastle(until 1921); his sale, Christie, Manson & Woods, London (July 7, 1921, no. 114); [ Arnold Seligmann, Rey & Co., Inc., Paris and New York (sold 1929)]; Jules S. Bache, New York (1929–49)"
"503043","http://www.metmuseum.org/art/collection/search/503043","Elena (Eleonaora) della Rovere"
"467783","http://www.metmuseum.org/art/collection/search/467783","A. Auvray, Paris (from at least 1867); Frédéric Engel-Gros, château de Ripaille, near Lake Geneva, Switzerland (?); George and Florence Blumenthal, Paris and New York (from at least 1921–until 1941)"
"187784","http://www.metmuseum.org/art/collection/search/187784","Henry G. Marquand , New York (until 1894; to MMA)"
"471951","http://www.metmuseum.org/art/collection/search/471951",""
"471952","http://www.metmuseum.org/art/collection/search/471952",""
"464048","http://www.metmuseum.org/art/collection/search/464048","Goubert ; J. Pierpont Morgan (American), London and New York (until 1917)"
"39888","http://www.metmuseum.org/art/collection/search/39888","[ Mayuyama & Co., Ltd. , Tokyo, until 1992; sold to MMA]; Unknown Dealer, Tokyo (until 1992; sale, Sotheby's New York, June 5, 199 2, sold to Mayuyama & Co., Ltd.)"
"501911","http://www.metmuseum.org/art/collection/search/501911","Mary Elizabeth Adams Brown ; [ William Snaith ]"
"435702","http://www.metmuseum.org/art/collection/search/435702","[Ernest Gambart, London, 1855–57; bought from the artist for Fr 40,000; sold for Fr 30,000 to Wright]; William P. Wright, Weehawken, N.J. (1857–66; sold to Stewart); Alexander T. Stewart, New York (1866–d. 1876); his widow, Cornelia M. Stewart, New York (1876–d. 1886; her estate sale, American Art Association, New York, March 23–28ff., 1887, no. 217, for $53,000 to Samuel P. Avery for Vanderbilt); Cornelius Vanderbilt, New York (1887)"
"435882","http://www.metmuseum.org/art/collection/search/435882","[Julien-François (père) Tanguy, Paris]; Paul Helleu, Paris (until 1894; sent as a gift in late March via Durand-Ruel to Monet); Claude Monet, Giverny (1894–d. 1926); his son, Michel Monet, Giverny; [Paul Rosenberg, Paris]; [Bernheim-Jeune, Paris and Knoedler Galleries, Paris and New York]; Adolph Lewisohn, New York (by 1929–d. 1938); his son, Sam A. Lewisohn, New York (1938–d. 1951)"
"312342","http://www.metmuseum.org/art/collection/search/312342","Donald H. Peters; [Samuel M. Kootz Gallery, New York, by 1952]; Nelson A. Rockefeller, New York, 1952, on loan to the MPA, 1959–78"
"471867","http://www.metmuseum.org/art/collection/search/471867","From the church of Saint Peter, Louvain (sold 1798); Brought from Brussels (unknown date) ; [ Edward Hull, London (by 1836)] ; John, 16th Earl of Shrewsbury, England (in about 1836) ; Cathedral of St. Chad, Birmingham (1841-1851) ; St. Mary's College, Oscott (at Sutton Coldfield, Warwickshire, 1851"
"468316","http://www.metmuseum.org/art/collection/search/468316","[ J. & S. Goldschmidt, Frankfurt (sold 1927)]; Jules S. Bache, New York (1927–49)"
"40055","http://www.metmuseum.org/art/collection/search/40055","[ C. Edward Wells , New York, until 1940; sold to MMA]"
"503282","http://www.metmuseum.org/art/collection/search/503282","Mrs. Andrés Segovia, Marquessa of Salobreña ; Andrés Segovia (1937-1962) ; Hermann Hauser (until 1937)"
"209104","http://www.metmuseum.org/art/collection/search/209104","Prince-Bishops of Schonbörn (later Seinsheim) ; Prince Bishop Adam Friedrich von Seinsheim ; Baron von Zandt ; [ Fischer-Böhler (until 1956; to Sheafer) ] ; Lesley and Emma Sheafer , New York (until 1974; bequeathed to MMA)"
"2. Masching 1996","pp. 19-20",""
"3. Roda 1990","pp. 161-68",""
"4. Staatsarchiv Bamberg","Rep. B24",""
"5. The accession numbers of the pair to the present settee","of the armchairs",""
"6. Accession numbers 1974.356.123",".124. They were originally fitted on top with vase-shaped carvings",""
"7. Copper was used for this glaze","which would have been applied in a variety of transparent-to-opaque green tones that would allow the gilding to partially shine through. See Gill",""
"8. See the inventories of 1802","room 57B",""
"9. Linden wood was more often used for sculpture than for furniture during this period. Unusual also is the way that the chairs were constructed. Normally the back supports would have formed one piece with the back legs. Here they were made like stools","with the backs attached separately. See Gill",""
"11. Kisluk-Grosheide 1990","pp. 156-57",""
"12. Heinrich Kreisel attributed the WÃ¼rzburg settee to Johann KÃ¶hler","an otherwise unknown sculptor",""
"13. Kisluk-Grosheide 1990","p. 152",""
"15. For a description of this conservation work","see Gill",""
"435868","http://www.metmuseum.org/art/collection/search/435868","[Ambroise Vollard, Paris, ca. 1899–1900, stock book A, no. 3488; bought from the artist for Fr 250; sold on February 19, 1900, for Fr 4,500 to Bernheim-Jeune]; private collection of Josse and Gaston Bernheim-Jeune, Paris (1900–1930, when the brothers divided the collection; cat., 1919, vol. I, pl. 23, as ""La Partie de cartes""; sold 1931 to Knoedler); [Knoedler, New York, 1931, stock no. A1377; sold in August for $85,000 to Clark]; Stephen C. Clark, New York (1931–d. 1960)"
"459245","http://www.metmuseum.org/art/collection/search/459245","Marchese Ranghiasci Brancaleoni, Gubbio, supposedly from the late eighteenth century until after 1857 (or sold in 1837 to Jules Soulages, Toulouse?); J. Pierpont Morgan, London and New York, no. 2058 (sale, Duveen, New York, May 22, 1922); William Randolph Hearst, New York (sale, Gimbel's, New York, March 17, 1939, lot 947, art. 17)."
"451470","http://www.metmuseum.org/art/collection/search/451470","John Taylor Johnston, New York; Mrs. Douglas M. Moffat, New York (until 1958; gifted to MMA)"
"316008","http://www.metmuseum.org/art/collection/search/316008","Mark Felix, Brussels, Belgium, until 1977; Fred and Rita Richman, New York, 1977–1988"
"451490","http://www.metmuseum.org/art/collection/search/451490","[ Brimo de Laroussilhe, Paris, until 1959; sold to MMA]"
"459055","http://www.metmuseum.org/art/collection/search/459055","Prince Michael Radziwill (d. 1831); his son, Prince Anton Radziwill (d. 1833), Berlin, by 1832; his son, Prince Wilhelm Radziwill (d. 1870), Berlin; by descent to Prince George Radziwill, Berlin (d. 1904); his widow, Marie Branicka, Princess Radziwill, Berlin, until 1920; acquired by Philip Lehman from Marie Branicka Radziwill through Duveen Brothers in October 1920"
"40081","http://www.metmuseum.org/art/collection/search/40081","C. C. Wang Family New York (by 1949–1973: sold to MMA)"
"459234","http://www.metmuseum.org/art/collection/search/459234","Possibly Giorgio Vasari, Florence; later provenance not established."
"313629","http://www.metmuseum.org/art/collection/search/313629","Dr. Jacques Viot, Paris, collected Lake Sentani 1924–1929; Pierre Loeb Collection, Galerie Pierre, Paris; [John J. Klejman, New York, until 1954]; Nelson A. Rockefeller, New York, 1954, on loan to The Museum of Primitive Art, 1956–1978"
"500709","http://www.metmuseum.org/art/collection/search/500709","Mary Elizabeth Adams Brown ; Presented to donor by Sir Sourindro Mohun Tagore ; Sir Sourindro Mohun Tagore"
"471883","http://www.metmuseum.org/art/collection/search/471883","Bonne of Luxembourg (d. 1349) ; Charles V, King of France (by descent, d. 1380) ; Ambroise Firmin-Didot, Paris (until 1882) ; his sale, Hôtel Drouot, Paris (June 12–17, 1882, no. 3) ; Baron Horace de Landau, Florence (d. 1903) ; by descent to his niece, Jenny Finaly, Florence and Paris (ca. 1903–d. 1938) ; by descent to her son, Horace Finaly, Paris (1938–d. 1945) ; Landau collection sale, Sotheby's, London (July 12–13, 1948, no. 97) ; Martin Bodmer Library, Geneva (through H. P. Kraus, New York, 1969)"
"203008","http://www.metmuseum.org/art/collection/search/203008","The Prince of Wales (later George III, King of Great Britain and Ireland ) (in ca. 1760) ; George IV, King of Great Britain and Ireland (until 1825) ; possibly the British Museum (in 1825) ; 2nd Duke of Wellington , Stratfield Saye House, Hampshire, England ; [ Frank Partridge and Sons, Ltd. ; sold to MMA]"
"435826","http://www.metmuseum.org/art/collection/search/435826","William Graham, London (1878–d. 1885; inv., 1882, no. 2; his estate sale, Christie's, London, April 3, 1886, no. 163, for £3,307.10.0 to Agnew); [Agnew, London, 1886; sold to Ruston]; Joseph Ruston, Monk's Manor, Lincoln (1886–d. 1897; his estate sale, Christie's, London, May 21, 1898, no. 25, for £3,360 to Agnew); [Agnew, London, 1898; sold to Ismay]; Thomas Henry Ismay, Dawpool, Thurstaston, Wirral, Chester (1898–d. 1899); his son, James Hainsworth Ismay, The Cottage, Bambridge, Isle of Wight (1899–d. 1930); Mrs. James H. Ismay (1930–45; sold to Williams); [Williams & Son, London, 1945–47; sold to The Met]"
"471922","http://www.metmuseum.org/art/collection/search/471922","[ Arthur Sambon, Paris (from at least 1928)] ; [ Blumka Gallery (sold 1964)]"
"478382","http://www.metmuseum.org/art/collection/search/478382","Karl Ferdinand Friedrich von Nagler, Berlin (until 1835) ; Königliche Kunstkammer, Berlin (1835–76) ; Schloßmuseum, Berlin (1876–sold ca. 1929/1937; inv. no. 4242) ; [ J. Rosenbaum, Frankfurt (from 1929/1937)] ; [ Rosenberg & Stiebel, New York (sold 1941)] ; [ Joseph Brummer, New York (1941–d. 1947)] ; Joseph Brummer Collection sale, Parke-Bernet Galleries, New York (May 14, 1949, part of lot 707) ; [ Germain Seligman, New York (until d. 1978)] ; [ Artemis S. A. Luxembourg (from 1979) ; Private Collection, Antwerp ; Christie's, London (December 6, 1988, lot 35) ; [ Albrecht Neuhaus Kunsthandel, Würzburg (from 1988)] ; Georg Schoop ; [ Blumka Gallery, New York (sold 2008)]"
"465966","http://www.metmuseum.org/art/collection/search/465966","From the Grand Béguinage of Louvain, Belgium; Jules Frésart, Liège (1882–sold by 1892, to Figdor); Dr. Albert Figdor, Vienna (by 1892–until d. 1927); his posthumous sale, Paul Cassirer, Berlin (September 29–30, 1930, no. 161, to Bondy); Oscar Bondy, Vienna (1930–collection confiscated by Nazi officials in 1938); restituted to his widow, Elisabeth Bondy, New York (in 1948 or by 1950); Ruth and Leopold Blumka, New York (until 1974)"
"471179","http://www.metmuseum.org/art/collection/search/471179","From the Capitular Room, Cistercian abbey of Notre-Dame-de-Pontaut, Pontaut, Gascony ; Notre-Dame-de-Pontaut, Gascony (until 1791) ; Monsieur Dyzez, Samadet (from 1791) ; Monsieur de Poudenx (by descent from Monsieur Dyzez's daughter) ; M. A. Lang & E. Levy, France (until 1930) ; [ Monsieur Paul Gouvert, Paris (1930 -1935)]"
"465991","http://www.metmuseum.org/art/collection/search/465991","From the Collegiate Church of Saint-Étienne, Troyes (likely dispersed before World War I); [ André Lion, Paris (sold 1937)]; [ Brummer Gallery, Paris and New York (from 1937)]; by descent, Ernest and Ella Brummer, New York (1947–until 1977)"
"466187","http://www.metmuseum.org/art/collection/search/466187","Possibly from St. Lorenzkirche, Nuremberg; [ Ruth and Leopold Blumka, New York (sold 1991) ]"
"469930","http://www.metmuseum.org/art/collection/search/469930","Possibly from the reliquary shrine of Saint Lambert, Cathedral of Saint Paul, Liège; Thomas F. Flannery, Jr. 1926–1980, Chicago (sold 1983) ; [ Blumka II Gallery, New York (sold 1991)]"
"634108","http://www.metmuseum.org/art/collection/search/634108","Hans Beat Wieland, Munich, later Schwyz (bought from the artist; 1896–1920, sold to Kunsthandlung Rath); [Kunsthandlung Rath, Basel, 1920–21; sold for CHF 40,000 to private collection, Basel]; private collection, Basel (by family descent, 1921–2013; sale, Christie's, Zürich, December 11, 2013, no. 34, to The Met)"
"456342","http://www.metmuseum.org/art/collection/search/456342","[ art dealer, Germany; sold to Shyam]; [ Fakhru Shyam, London, until 2000; sold to Fogg]; [ Sam Fogg, London, 2000–2008; sold to MMA]"
"204896","http://www.metmuseum.org/art/collection/search/204896","Sir George Bowes ; by descent, the Earl(s) of Strathmore (from 1767–1929 [kettle]; until 1948 [tripod]) ; [ tripod stand: Christie's, London , December 8, 1948, lot 127; sold to Phillips ] ; [ Phillips, London , 1948 ] ; A. R. Trittin (from 1948 [tripod]; until 1955 [kettle and tripod]) ; [ sale, Christie's, London , June 29, 1955, lot 1; sold to Moffat ] ; Moffat (from 1955) ; [ S. J. Phillips Ltd. , until April 3, 1956; sold to Untermyer ] ; Irwin Untermyer (1956–68; to MMA)"
"437835","http://www.metmuseum.org/art/collection/search/437835","the sitter, Paris, later Lincoln, England (1892–d. 1934; given to him by the artist); his sister, Maud Warrener, Lincoln (1934–35; sold in May for £1,000 to Knoedler and Carstairs); [Knoedler, London, and Carroll Carstairs, New York, 1935; Knoedler stock no. A1553; Knoedler sold half share in December for $6,000 to Carstairs]; [Carroll Carstairs, New York, 1935–36; sold to Durand-Ruel]; [Durand-Ruel, New York, 1936; sold before February 1 to de Groot]; Adelaide Milton de Groot, New York (1936–d. 1967; on loan to The Met, 1936)"
"446285","http://www.metmuseum.org/art/collection/search/446285","[ Jacques Seligman, Paris, until 1913; sold to Blumenthal for MMA]"
"459201","http://www.metmuseum.org/art/collection/search/459201","Louis XIV, king of France; Georges-Louis-Claude Lebeuf, comte de Montgermont, Paris and Montgermont; Montgermont sale, Galerie Georges Petit, Paris, 25-30 May 1891, lot 179, ill."
"468716","http://www.metmuseum.org/art/collection/search/468716","Possibly found in Istanbul; [ John J. Klejman American, New York (from at least 1965-1966)]"
"464333","http://www.metmuseum.org/art/collection/search/464333","From the Church of Saint-Yrieix-la-Perche (Haute-Vienne), near Limoges; [ Duveen Brothers, London (sold 1907)]; J. Pierpont Morgan (American), London and New York (by 1907–1917)"
