Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL
1999.93a-b,True,True,True,503523,684,Musical Instruments,1999,Qin,Guqin (古琴 ),Chinese,Ming Dynasty,,,,16571,Maker, ,Prince Lu,"Chinese, 1628–1644", ,Prince Lu,Chinese,1628      ,1644      ,,,,1634,1634,1634,"Wood (wutong and zi), silk, jade, lacquer, mother-of-pearl",47 × 8 × 3 3/4 in. (119.4 × 20.3 × 9.5 cm),"Purchase, Clara Mertens Bequest, in memory of André Mertens, Seymour Fund, The Boston Foundation Gift, Gift of Elizabeth M. Riley, by exchange, and funds from various donors, 1999",,Hangchow,,,China,,,,,,,Chordophone-Zither-plucked-long zither,,http://www.metmuseum.org/art/collection/search/503523,https://www.wikidata.org/wiki/Q29385631,,"Metropolitan Museum of Art, New York, NY",,,
1993.14,True,True,True,24953,379,Arms and Armor,1993,Short sword (Yatagan),Short Sword (Yatagan) from the Court of Süleyman the Magnificent (reigned 1520–66),"Turkish, Istanbul",,,,,16505,Sword maker,Workshop of,Ahmed Tekelü,"possibly Iranian, active Istanbul, ca. 1520–30", ,"Tekelü, Ahmed",possibly Iranian,1515      ,1530      ,,http://vocab.getty.edu/page/ulan/500524445,,ca. 1525–30,1500,1555,"Steel, gold, ivory (walrus), silver, turquoise, pearls, rubies",L. 23 3/8 in. (59.3 cm); L. of blade 18 3/8 in. (46.7 cm); Wt. 1 lb. 8 oz. (691 g),"Purchase, Lila Acheson Wallace Gift, 1993",,Istanbul,,,,,,,,,,Swords,,http://www.metmuseum.org/art/collection/search/24953,https://www.wikidata.org/wiki/Q29383198,,"Metropolitan Museum of Art, New York, NY",Birds|Dragons,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300375726,https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q7559
55.86a–c,True,True,True,503045,684,Musical Instruments,1955,Violin,"""The Gould"" Violin",Italian (Cremona),,,,,16248,Maker, ,Antonio Stradivari,"Italian, Cremona 1644–1737 Cremona", ,"Stradivari, Antonio",Italian,1644      ,1737      ,,http://vocab.getty.edu/page/ulan/500079466,https://www.wikidata.org/wiki/Q182011,1693,1693,1693,"Maple, spruce, ebony","Height: 23 1/4 in. (59 cm)
Width: 7 3/4 in. (19.7 cm)","Gift of George Gould, 1955",,Cremona,,,Italy,,,,,,,Chordophone-Lute-bowed-unfretted,,http://www.metmuseum.org/art/collection/search/503045,https://www.wikidata.org/wiki/Q29385588,,"Metropolitan Museum of Art, New York, NY",,,
1990.103,True,True,True,503385,684,Musical Instruments,1990,Guitar,Guitar,Italian,,,,,15518,Maker,Attributed to,Matteo Sellas,"German, Füssen ca. 1599–1654 Venice", ,"Sellas, Matteo",German (active Italy),1599      ,1654      ,,http://vocab.getty.edu/page/ulan/500331516,https://www.wikidata.org/wiki/Q21081379,ca. 1630–50,1620,1660,"Spruce, bone, parchment, snakewood, ivory",37 7/8 × 10 1/2 × 4 in. (96.2 × 26.7 × 10.2 cm),"Purchase, Clara Mertens Bequest, in memory of André Mertens, 1990",,Venice,,,Italy,,,,,,,Chordophone-Lute-plucked-fretted,,http://www.metmuseum.org/art/collection/search/503385,https://www.wikidata.org/wiki/Q29385611,,"Metropolitan Museum of Art, New York, NY",,,
"1978.412.90a, b",True,True,True,310542,,"Arts of Africa, Oceania, and the Americas",1978,Vessel with lid,Whistling vessel,Maya,,,,,22313,Artist, ,Maya artist, , ,Maya artist, ,          ,          ,,,,400–500 CE,400,500,Ceramic,H. 11 7/8 x W. 7 3/4 x D. 5 1/4 in. (30.2 x 19.7 x 13.3 cm),"The Michael C. Rockefeller Memorial Collection, Gift of Nelson A. Rockefeller, 1963",,,,,Guatemala or Mexico,Mesoamerica,,,,,,Ceramics-Containers,,http://www.metmuseum.org/art/collection/search/310542,https://www.wikidata.org/wiki/Q29384243,,"Metropolitan Museum of Art, New York, NY",Birds|Men|Mythical Creatures,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300375725,https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q2239243
33.164a–x,True,True,True,23944,371,Arms and Armor,1933,Armor,Armor of Emperor Ferdinand I (1503–1564),"German, Nuremberg",,,,,948,Armorer, ,Kunz Lochner,"German, Nuremberg, 1510–1567", ,"Lochner, Kunz",German,1510      ,1567      ,,http://vocab.getty.edu/page/ulan/500076947,https://www.wikidata.org/wiki/Q6445171,dated 1549,1549,1549,"Steel, brass, leather",H. 67 in. (170.2 cm); Wt. 52 lb. 14 oz. (24 kg),"Purchase, Rogers Fund and George D. Pratt Gift, 1933",,Nuremberg,,,,,,,,,,Armor,,http://www.metmuseum.org/art/collection/search/23944,https://www.wikidata.org/wiki/Q28790437,,"Metropolitan Museum of Art, New York, NY",Madonna and Child,http://vocab.getty.edu/page/ia/901000052,https://www.wikidata.org/wiki/Q9309699
1979.290,True,True,True,314034,,"Arts of Africa, Oceania, and the Americas",1979,Stool,Royal Seat (Lupona): Female Caryatid,Luba or Hemba peoples,,,,,6345,Artist, ,"Buli Master, possibly Ngongo ya Chintu (Hemba, ca. 1810-1870)", , ,Buli Master,Democratic Republic of Congo,          ,          ,,,,19th century,1800,1897,"Wood, metal studs",H. 24 × W. 11 × D. 11 in. (61 × 27.9 × 27.9 cm),"Purchase, Buckeye Trust and Charles B. Benenson Gifts, Rogers Fund and funds from various donors, 1979",,Buli village,,,Democratic Republic of the Congo,,,,,,,Wood-Furniture,,http://www.metmuseum.org/art/collection/search/314034,https://www.wikidata.org/wiki/Q81385532,,"Metropolitan Museum of Art, New York, NY",Caryatids|Women,http://vocab.getty.edu/page/aat/300001583|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q208120|https://www.wikidata.org/wiki/Q467
"1999.307a, b",True,False,True,503528,681,Musical Instruments,1999,Bassoon,Bassoon,French,,,,,15503,Maker, ,Dominique Antony Porthaux,"French, ca. 1751–1839 Paris", ,"Porthaux, Dominique Antony",French,1751      ,1839-02-03,,http://vocab.getty.edu/page/ulan/500336944,,1790–1800,1790,1800,"Maple, brass",L. 51 in. (129.4 cm),"Purchase, Clara Mertens Bequest, in memory of André Mertens, 1999",,Paris,,,France,,,,,,,Aerophone-Reed Vibrated-double reed,,http://www.metmuseum.org/art/collection/search/503528,https://www.wikidata.org/wiki/Q29385634,,"Metropolitan Museum of Art, New York, NY",,,
1992.333,True,True,True,503443,684,Musical Instruments,1992,Violin,Violin,German,,,,,15581,Maker, ,Joachim Tielke,"German, 1641–1719", ,Tielke Joachim,German,1641      ,1719      ,,http://vocab.getty.edu/page/ulan/500098125,https://www.wikidata.org/wiki/Q108461,ca. 1685,1665,1705,"Spruce, maple",23 1/4 × 7 15/16 × 3 1/2 in. (59.1 × 20.2 × 8.9 cm),"Purchase, Clara Mertens Bequest, in memory of André Mertens, 1992",,Hamburg,,,Germany,,,,,,,Chordophone-Bowed,,http://www.metmuseum.org/art/collection/search/503443,https://www.wikidata.org/wiki/Q29385618,,"Metropolitan Museum of Art, New York, NY",,,
89.4.1196,True,True,True,501767,,Musical Instruments,1889,Double Virginal,Double Virginal,Flemish,,,,,15517,Maker, ,Lodewijck Grouwels,"Flemish, active Middelburg, Zeeland, The Netherlands 1593–1600", ,Grouwels Lodewijck,"Flemish, active The Netherlands",1593      ,1600      ,,,,1600,1600,1600,"Pine, spruce, paint, gilding, ivory","inst. 188cm x 50cm x 27cm
stand: 142cm x 61cm x 72cm","The Crosby Brown Collection of Musical Instruments, 1889",,Middelburg,,Zeeland,The Netherlands,,,,,,,Chordophone-Zither-plucked-virginal,,http://www.metmuseum.org/art/collection/search/501767,https://www.wikidata.org/wiki/Q29385571,,"Metropolitan Museum of Art, New York, NY",Men|Women|Crowd|Horses,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943| |http://vocab.getty.edu/page/aat/300250148,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q13430821|https://www.wikidata.org/wiki/Q726
33.70,True,True,True,448938,454,Islamic Art,1933,Folio from an illustrated manuscript,"""The Funeral of Isfandiyar,"" Folio from a Shahnama (Book of Kings)",,,,,,13035,Author, ,Abu'l Qasim Firdausi,"Iranian, Paj ca. 940/41–1020 Tus", ,Abu'l Qasim Firdausi,Iranian,0935      ,1020      ,,,https://www.wikidata.org/wiki/Q43459,1330s,1305,1355,"Ink, opaque watercolor, and gold on paper","Page: Ht. 22 13/16 in. (58 cm)
           W. 15 3/4 in. (40 cm)
Mat: Ht. 24 in. (61 cm)
        W. 19 1/2 in. (49.5 cm)","Purchase, Joseph Pulitzer Bequest, 1933",Attributed to,Tabriz,,,Iran,,,,,,,Codices,,http://www.metmuseum.org/art/collection/search/448938,https://www.wikidata.org/wiki/Q29385084,,"Metropolitan Museum of Art, New York, NY",Men|Horses|Funerals,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300250148|http://vocab.getty.edu/page/aat/300069162,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q726|https://www.wikidata.org/wiki/Q201676
2006.86a–c,True,True,True,504497,684,Musical Instruments,2006,Walking-Stick Flute/Oboe,Walking-Stick Flute/Oboe,German,,,,,15588,Maker, ,Georg Henrich Scherer,"German, Butzbach 1703–1778", ,"Scherer, Georg Henrich",German,1703-11-17,1778-05-11,,,,ca. 1750–57,1750,1757,"Narwhal (narwhahl) tusk, ivory, gilt brass
",1 3/8 × 42 1/4 × 1 3/8 in. (3.5 × 107.3 × 3.5 cm),"Purchase, Amati Gifts, 2006",,Butzbach,,,Germany,,,,,,,Aerophone,,http://www.metmuseum.org/art/collection/search/504497,https://www.wikidata.org/wiki/Q29385700,,"Metropolitan Museum of Art, New York, NY",,,
19.68.1,True,True,True,447071,453,Islamic Art,1919,Folio from an illustrated manuscript,Folio from a Mu'nis al-ahrar fi daqa'iq al-ash'ar (The Free Man's Companion to the Subtleties of Poems) of Jajarmi,,,,,,13319,Author, ,Muhammad ibn Badr al-Din Jajarmi,"Iranian, active 1340s", ,Muhammad ibn Badr al-Din Jajarmi,Iranian,1315      ,1365      ,,,,dated A.H. 741 / 1340–41 CE,1315,1365,"Ink, opaque watercolor, and gold on paper","H. 7 1/2 in. (19.1 cm)
W. 5 in. (12.7 cm)","Rogers Fund, 1919",Made in,Isfahan,,,Iran,,,,,,,Codices,,http://www.metmuseum.org/art/collection/search/447071,https://www.wikidata.org/wiki/Q29385047,,"Metropolitan Museum of Art, New York, NY",Poetry|Bulls|Crabs|Rams|Zodiac|Lions,http://vocab.getty.edu/page/aat/300055931|http://vocab.getty.edu/page/aat/300250117|http://vocab.getty.edu/page/aat/300249722|http://vocab.getty.edu/page/aat/300250287|http://vocab.getty.edu/page/aat/300009937|http://vocab.getty.edu/page/aat/300310388,https://www.wikidata.org/wiki/Q482|https://www.wikidata.org/wiki/Q693690|https://www.wikidata.org/wiki/Q16033394|https://www.wikidata.org/wiki/Q2929800|https://www.wikidata.org/wiki/Q40540|https://www.wikidata.org/wiki/Q140
69.27,True,True,True,452037,460,Islamic Art,1969,Illustrated manuscript,Khusrau and Shirin,,,,,,13433213516,Poet|Artist," |Calligraphy, illumination, and painting by",Hatifi|Suzi,"Iranian, active Istanbul, died 1521| ", | ,Hatifi|Suzi,"Iranian, active Istanbul| ",1441      |          ,1521      |          ,|,(not assigned)|,https://www.wikidata.org/wiki/Q2820926|,dated A.H. 904/1498–99 CE,1473,1524,"Main support: ink, opaque watercolor, and gold on paper; binding: leather","H.  9 7/16 in. (24 cm)
W. 6 7/16 in. (16.4 cm)","Harris Brisbane Dick Fund, 1969",Attributed to,probably Istanbul or Amasya,,,Turkey,,,,,,,Codices,,http://www.metmuseum.org/art/collection/search/452037,https://www.wikidata.org/wiki/Q29385191,,"Metropolitan Museum of Art, New York, NY",Lions|Battles|Men|Hunting|Dogs|Horses,http://vocab.getty.edu/page/aat/300310388|http://vocab.getty.edu/page/aat/300185692|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300239666|http://vocab.getty.edu/page/aat/300265714|http://vocab.getty.edu/page/aat/300250148,https://www.wikidata.org/wiki/Q140|https://www.wikidata.org/wiki/Q178561|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q36963|https://www.wikidata.org/wiki/Q144|https://www.wikidata.org/wiki/Q726
2009.8a–c,True,True,True,35650,372,Arms and Armor,2009,Sword with scabbard,Congressional Presentation Sword and Scabbard of Major General John E. Wool (1784–1869),"American, probably Baltimore",,,,,1126,Sword cutler, ,Samuel Jackson,"American, Baltimore, active 1833–70", ,"Jackson, Samuel",American,1833      ,1870      ,,,,1854–55,1854,1855,"Steel, gold, brass, diamonds, rubies",L. with scabbard 39 3/16 in. (99.6 cm); L. without scabbard 38 13/16 in. (98.5 cm); L. of blade 31 7/16 in. (79.9 cm); W. 5 5/8 in. (14.3 cm),"Purchase, Arthur Ochs Sulzberger and Mr. and Mrs. Robert G. Goelet Gifts, 2009",,Baltimore,,Maryland,,,,,,,,Swords,,http://www.metmuseum.org/art/collection/search/35650,https://www.wikidata.org/wiki/Q29383228,,"Metropolitan Museum of Art, New York, NY",Corn|Eagles|Snakes,http://vocab.getty.edu/page/aat/300375397|http://vocab.getty.edu/page/aat/300250049|http://vocab.getty.edu/page/aat/300250870,https://www.wikidata.org/wiki/Q11575|https://www.wikidata.org/wiki/Q2092297|https://www.wikidata.org/wiki/Q2102
1978.412.206,True,True,True,310364,,"Arts of Africa, Oceania, and the Americas",1978,Vessel,Vessel with mythological scene,Maya,,,,,21514,Artist,Attributed to the,Metropolitan Painter,active 7th–8th century CE, ,Metropolitan Painter, ,0600      ,0800      ,,,,7th–8th century,600,800,"Ceramic, pigment",H. 5 1/2 × W. 4 × D. 4 3/16 × Diam. 4 1/2 in. (14 × 10.2 × 10.6 × 11.4 cm),"The Michael C. Rockefeller Memorial Collection, Purchase, Nelson A. Rockefeller Gift, 1968",,,|,,Guatemala or Mexico,Mesoamerica,,,,,,Ceramics-Containers,,http://www.metmuseum.org/art/collection/search/310364,https://www.wikidata.org/wiki/Q29384237,,"Metropolitan Museum of Art, New York, NY",Dogs|Men|Mythical Creatures|Serpents|Deities,http://vocab.getty.edu/page/aat/300265714|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300375725|http://vocab.getty.edu/page/aat/300417734|http://vocab.getty.edu/page/aat/300343850,https://www.wikidata.org/wiki/Q144|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q2239243|https://www.wikidata.org/wiki/Q2102|https://www.wikidata.org/wiki/Q178885
1972.223,True,True,True,24865,375,Arms and Armor,1972,Flintlock gun,"Flintlock Gun of Louis XIII (1601–1643), King of France","French, Lisieux",,,,,1855821054,Gunsmith|Gunsmith, | ,Marin Le Bourgeois|Pierre Le Bourgeois,"French, Lisieux, ca. 1550–1634|French, Lisieux, died 1627", | ,"Le Bourgeois, Marin|Le Bourgeois, Pierre",French|French,1525      |1527      ,1659      |1627      ,|,http://vocab.getty.edu/page/ulan/500016159|,https://www.wikidata.org/wiki/Q3293114|,ca. 1620,1595,1645,"Steel, brass, silver, gold, wood (walnut), mother-of-pearl",L. 55 5/16 in. (140.5 cm); Cal. .59 in. (55 mm); L. of barrel 41 in. (104.1 cm); L. of lockplate 6 9/16 in. (16.7 cm); Wt. 5 lb. 11 oz. (2580 g),"Rogers Fund and Harris Brisbane Dick Fund, 1972",,Lisieux,,,,,,,,,,Firearms-Guns-Flintlock,,http://www.metmuseum.org/art/collection/search/24865,https://www.wikidata.org/wiki/Q29383175,,"Metropolitan Museum of Art, New York, NY",Birds,http://vocab.getty.edu/page/aat/300266506,https://www.wikidata.org/wiki/Q5113
1998.70,True,False,True,503502,681,Musical Instruments,1998,Accordion,Accordion,French,,,,,15626,Maker, ,Alexandre Pere & Fils, , ,Pere Alexandre & Fils, ,          ,          ,,,,1850–55,1840,1860,"Wood, metal, mastic, brass, tortoiseshell, gilt brass, mother-of-pearl, silver foil",Closed: 15 3/16 × 5 5/16 × 6 7/8 in. (38.5 × 13.5 × 17.5 cm),"Funds from various donors, 1998",,Paris,,,France,,,,,,,Aerophone-Free Reed-concertina / accordion,,http://www.metmuseum.org/art/collection/search/503502,https://www.wikidata.org/wiki/Q29385623,,"Metropolitan Museum of Art, New York, NY",,,
13.228.13.6,True,True,True,455059,455,Islamic Art,1913,Folio from an illustrated manuscript,"""The Eavesdropper"", Folio 47r from a Haft Paikar (Seven Portraits) of the Khamsa (Quintet) of Nizami of Ganja",,,,,,13065413065316998,Calligrapher|Poet|Artist, | |Painting by,Maulana Azhar|Nizami|Unknown,"died 1475/76|present-day Azerbaijan, Ganja 1141–1209 Ganja| ", | | ,Maulana Azhar|Nizami|Unknown, | | ,1450      |1141      |          ,1501      |1209      |          ,||,(not assigned)|(not assigned)|http://vocab.getty.edu/page/ulan/500125274,https://www.wikidata.org/wiki/Q6792429|https://www.wikidata.org/wiki/Q234908|https://www.wikidata.org/wiki/Q24238356,ca. 1430,1405,1455,"Ink, opaque watercolor, silver, and gold on paper","Painting: H. 8 7/8 in. (22.5 cm)
                W. 4 7/8 in. (12.4 cm)
Page: H. 11 in. (27.9 cm)
          W. 7 3/16 in. (18.3 cm)
Mat: H. 19 1/4 in. (48.9 cm)
        W. 14 1/4 in. (36.2 cm)","Gift of Alexander Smith Cochran, 1913",Made in,Herat,,,present-day Afghanistan,,,,,,,Codices,,http://www.metmuseum.org/art/collection/search/455059,https://www.wikidata.org/wiki/Q29385264,,"Metropolitan Museum of Art, New York, NY",Musical Instruments|Men|Women|Swimming|Musicians,http://vocab.getty.edu/page/aat/300041620|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300239495|http://vocab.getty.edu/page/aat/300025666,https://www.wikidata.org/wiki/Q34379|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q31920|https://www.wikidata.org/wiki/Q639669
39.121a–n,True,True,True,24671,374,Arms and Armor,1939,Armor,"Armor of Henry II, King of France (reigned 1547–59)","French, possibly Paris",,,,,18550916357,Designer|Designer,Part of the decoration design possibly by|Part of the decoration design by,Baptiste Pellerin|Jean Cousin the Elder,"French, documented in Étampes 1542–75 Paris|French, Souci (?) ca. 1490–ca. 1560 Paris (?)", | ,"Pellerin, Baptiste|Cousin, Jean, the Elder",French|French,1542      |1485      ,1575      |1565      ,|,http://vocab.getty.edu/page/ulan/500015935|http://vocab.getty.edu/page/ulan/500115218,https://www.wikidata.org/wiki/Q29107614|https://www.wikidata.org/wiki/Q2610648,ca. 1555,1530,1580,"Steel, gold, silver, leather, textile",H. 74 in. (187.96 cm); Wt. 53 lb. 4 oz. (24.20 kg),"Harris Brisbane Dick Fund, 1939",,possibly Paris,,,,,,,,,,Armor for Man,,http://www.metmuseum.org/art/collection/search/24671,https://www.wikidata.org/wiki/Q21084031,,"Metropolitan Museum of Art, New York, NY",Apollo|Male Nudes|Sphinx,http://vocab.getty.edu/page/ia/901000109|http://vocab.getty.edu/page/aat/300189568|http://vocab.getty.edu/page/aat/300375739,https://www.wikidata.org/wiki/Q37340|https://www.wikidata.org/wiki/Q40446|https://www.wikidata.org/wiki/Q151480
2002.190a–n,True,True,True,503546,680,Musical Instruments,2002,Cornet à Pistons in B-flat,Cornet à Pistons in B-flat,French,,,,,15533,Maker, ,Courtois frères, , ,Courtois frères, ,          ,          ,,,,1833,1833,1833,"Brass, touch pieces of ivory",7 1/2 × 4 5/8 × 15 1/2 in. (19.1 × 11.7 × 39.4 cm),"Purchase, Amati Gifts, 2002",,Paris,,,France,,,,,,,Aerophone-Lip Vibrated-horn,,http://www.metmuseum.org/art/collection/search/503546,https://www.wikidata.org/wiki/Q29385638,,"Metropolitan Museum of Art, New York, NY",,,
2003.150a–g,True,True,True,503615,684,Musical Instruments,2003,Bassoon,Bassoon,Italian,,,,,15538,Maker, ,Giosue Esposito,"Naples, active late 19th century", ,Esposito Giosue,Naples,1866      ,1899      ,,,,1881,1881,1881,"Maple, nickel-silver","51 3/4 × 3 1/2 × 2 in. (131.4 × 8.9 × 5.1 cm)
Width (With bocal): 11 in. (27.9 cm)","Purchase, Clara Mertens Bequest, in memory of André Mertens, 2003",,Naples,,,Italy,,,,,,,Aerophone-Reed Vibrated-double reed,,http://www.metmuseum.org/art/collection/search/503615,https://www.wikidata.org/wiki/Q29385647,,"Metropolitan Museum of Art, New York, NY",,,
51.56,True,True,True,451042,453,Islamic Art,1951,Incense burner,Incense Burner of Amir Saif al-Dunya wa’l-Din ibn Muhammad al-Mawardi,,,,,,13241,Maker, ,Ja`far ibn Muhammad ibn `Ali, , ,Ja'far ibn Muhammad ibn `Ali, ,          ,          ,,,,dated A.H. 577/ 1181–82 CE,1166,1207,"Bronze; cast, engraved, chased, pierced","OveralL. H. 33 1/2 in. (85.1 cm)
               L. 32 1/2 in. (82.6 cm)
               W. 9 in. (22.9 cm)
L. from heel of back foot to toe of front foot: 22 in. (55.9 cm)
L. from toe of front foot to tip of nose: 4 in. (10.2 cm)
L. from heel of back foot to tip of taiL. 7 in. (17.8 cm)","Rogers Fund, 1951",Found,Taybad,,,Iran,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/451042,https://www.wikidata.org/wiki/Q29385124,,"Metropolitan Museum of Art, New York, NY",Animals,http://vocab.getty.edu/page/aat/300249525,https://www.wikidata.org/wiki/Q729
1988.87,True,True,True,503613,684,Musical Instruments,1988,Archlute,Archlute,Italian,,,,,15538,Maker, ,David Tecchler,"Austrian, Salzburg 1666–1747 Rome", ,Tecchler David,"Austrian, active Italy",1666      ,1747      ,,http://vocab.getty.edu/page/ulan/500334759,https://www.wikidata.org/wiki/Q3703346,ca. 1725,1725,1725,"Spruce, ebony, ivory, tortoiseshell, mother-of-pearl",Height: 70 3/4 in. (179.7 cm),"Purchase, Clara Mertens Bequest, in memory of André Mertens, 1988",,Rome,,,Italy,,,,,,,Chordophone-Lute-plucked,,http://www.metmuseum.org/art/collection/search/503613,https://www.wikidata.org/wiki/Q29385642,,"Metropolitan Museum of Art, New York, NY",,,
1977.394.15,True,True,True,310325,136,"Arts of Africa, Oceania, and the Americas",1977,Couple figure ,Figure: Seated Couple,Dogon,,,,,21914,Artist, ,Dogon artist, , ,Dogon artist, ,          ,          ,,,,18th–early 19th century,1720,1820,"Wood, metal",H. 28 3/4 × W. 8 5/8 × D. 8 in. (73 × 21.9 × 20.3 cm),"Gift of Lester Wunderman, 1977",,,,,Mali,,,,,,,Wood-Sculpture,,http://www.metmuseum.org/art/collection/search/310325,https://www.wikidata.org/wiki/Q29384233,,"Metropolitan Museum of Art, New York, NY",Couples|Men|Male Nudes|Women|Female Nudes,http://vocab.getty.edu/page/aat/300379217|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300189568|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300189568,https://www.wikidata.org/wiki/Q219160|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q40446|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q40446
14.25.1623,True,True,True,503703,684,Musical Instruments,1914,Jagdhorn in G,Jagdhorn in G,German,,,,,15512,Maker, ,Jacob Schmidt,"German, Nuremberg 1642–1720", ,"Schmidt, Jacob",German,1642-11-09,1720-03-26,,,,ca. 1710–20,1660,1720,Brass,"Height (perpendicular to bell): 18 7/8 in. (47.9 cm)
Diameter (of bell): 9 1/8 in. (23.1 cm)","Gift of William H. Riggs, 1913",,Nürnberg,,,Germany,,,,,,,Aerophone-Lip Vibrated-horn,,http://www.metmuseum.org/art/collection/search/503703,https://www.wikidata.org/wiki/Q29385668,,"Metropolitan Museum of Art, New York, NY",,,
