"met_object_id","link_resource","sim_type","sim_text"
"471351","http://www.metmuseum.org/art/collection/search/471351","Marking","(on bottom of beaker): panther rampant [Ingolstadt]
(below gilt molding at lip): 2 small ovals

Arms (enameled or painted on shield held by knights): Sable, man's head with pointed beard, 3/4 to dexter, proper

Arms (enameled on boss inside cover): Quarterly, 1. Gules, a salt-barrel standing on a platform argent; 2. Gules, two flails argent with handles or, in saltire; 3. Gules, on a triple-peaked mount sable, three stalks of wheat of the same; 4. Party per bend, azure, and or, a bend argent. Unidentified."
"471350","http://www.metmuseum.org/art/collection/search/471350","Marking","Arms: Town of Ingolstadt"
"231667","http://www.metmuseum.org/art/collection/search/231667","Marking","There are paper labels with hand written numbers adhered to the back of the panels, which are currently covered by the lining."
"464023","http://www.metmuseum.org/art/collection/search/464023","Inscription","(On reverse, in small, gold banners on each of the posts of the cross, read counterclockwise from bottom): [IN HON]ORE : S[AN]C[T]I : SA / LVATORIS : SA / NCCIA GVIDIS / ALVI ME : FECIT (In honor of the Holy Savior, Sanccia Guidisalvi made me)"
"451804","http://www.metmuseum.org/art/collection/search/451804","Marking","Below base in blue: [imitation of a Chinese mark]"
"451715","http://www.metmuseum.org/art/collection/search/451715","Inscription","Arabic inscription in kufic script repeated in the center:
غبطة / غبطة
Felicity / Felicity

(From: Masterpieces from the Department of Islamic Art in The Metropolitan Museum of Art. Ekhtiar, Soucek, Canby, and Haidar, eds., 2011, p. 33)"
"448671","http://www.metmuseum.org/art/collection/search/448671","Inscription","On the rim a Persian ruba‘i (quatrain) by Rukn al-Din Da‘vidar Qummi:
من بی تو همان سر زده ام فارغ باش
همواره بهم بر زده ام فارغ باش
دست از تو بمهر دیگری از سر تو
بیزار شدم گر زده ام فارغ باش
Without you, I am depraved; Be free from care.
Ceaselessly, I am unsettled; Be free from care.
[Turning] from you, I reach for the kindness of another, because of you.
Although I have done so, I despised it; Be free from care.

(Diwan Rukn al-din Da‘vidar Qummi, ed. Ali Mohaddith, Amir Kabir publication, Tehran, 1365/1986 p.)

Around the base an anonymous ruba‘i:
گفتم چو رسد بزلف دانی دستم
دل باز ستانم وز محنت رستم
یک لحظه چو در پیش رخش بنشتم
جان نیز چو دل در سر زلفش بستم
I said, “[Do] you know, if my hand reaches her tresses,
I [could] reclaim my heart and be free from suffering.”
One moment, while sitting face-to-face with her,
I tied my soul, like my heart, to the end of her curls.

In Arabic following the above, the date of manufacture:
في شهور سنة إثني عشر و ستمائة
In the months of the year 612 AH [1215–16 CE]

(Translation from ""Masterpieces from the Department of Islamic Art in the Metropolitan Museum of Art,"" 2011, p. 115).
View more"
"437097","http://www.metmuseum.org/art/collection/search/437097","Inscription","Signed (lower right): J.F. Millet"
"193632","http://www.metmuseum.org/art/collection/search/193632","Signature","On central panel: A M f 98 [Anton Mozart fecit 1598]"
"193632","http://www.metmuseum.org/art/collection/search/193632","Inscription","Sticker on base: Glasgow / Art Galleries and Museum / Reg. no. 120- '03."
"193632","http://www.metmuseum.org/art/collection/search/193632","Marking","[1] flower within a shield (maker's mark of Matthias Walbaum);
[2] pinecone (Augsburg town mark)

Location of marks:
Struck on back of finial piece, at base"
"502353","http://www.metmuseum.org/art/collection/search/502353","Marking","1) (serial number stamped on pinblock) 604
2) (stencil on soundboard) G. Hicks/ maker of cylinder pianos/ & barrel organs/101 Jay Street/ Brooklyn N-Y"
"450513","http://www.metmuseum.org/art/collection/search/450513","Inscription","On the neck: Arabic inscription in naskh script:
العز والاقبال والدولة والبقا دائم لصاحبه
Glory, prosperity, dominion, and perpetual life to its owner

On the upper neck and shoulder in anthropomorphic naskh script:
العز والاقبال والدولة والنامية ]. . .[ والسعادة والبقا // العز والاقبا ل
والدولة والسعادة والسلامة والعافية والنعمة والشاكرة والبقا دائم
Glory, prosperity, dominion, growth [. . .] happiness,
and long life // Glory, prosperity, dominion, happiness,
prosperity, health, prosperity, praise, and long life

On the bottom band in kufic script:
باليمن والبركة والدولة والبركة والراحة والبقا
With felicitation and blessing, dominion, blessing, comfort, and long life

On the handle:
العز و الاقبال
Glory and prosperity.

On the bottom:
صاحبه فولاد بن میرک
Its owner (is) Fulad b. Mirak.
(A. Ghouchani, 2012)

The inscription was also read by Yassir al-Tabba (1978) as:
Neck, top: العز و الاقبال و الدولظ و ... و السعادة و البقا
Neck, middle: العز و الاقبال و الدولة و السعادة لصاحبه
Neck, bottom: بالیمن و البرکة و الدولة و البرکة و الراحة و البقا
Shoulder: العز و الاقبال و الدولظ و السعادظ و السلامة و العافیة و النعمة و الشاکر(؟) و البقا[ء] و العمر
View more"
"503578","http://www.metmuseum.org/art/collection/search/503578","Marking","Receivers have the following inscriptions with silver point (?): ""Haute No 3"" (chanter), ""Centre No. 3"" and ""Ebène"" (referring to the bourdon of ebony), ""Bas No. 3"" (hose for bellow)."
"202141","http://www.metmuseum.org/art/collection/search/202141","Signature","Impressed on underside of back seat rail: G + IACOB"
"202141","http://www.metmuseum.org/art/collection/search/202141","Inscription","Affixed under the left seat rail is a modern sticker inscribed: ""Duveen Brothers 20-10-19."" (DKG - 4/06)"
"202141","http://www.metmuseum.org/art/collection/search/202141","Marking","[1] 297;
[2] de Pvre Paris Chambre à Balus . . .;
[3] B125 and the crowned monogram LPO;
[4] VIII (incised);
[5] Chambre a baluster (inscribed);
[6] crowned monogram LPO;
[7] Ouvrard (sticker inscribed in ink);
[8] Duveen Brothers 20-10-19 (modern sticker inscribed);

Location of marks:
[1]-[3] underside of back seat rail (stamped, painted, and stenciled);
[4] on top of each seat rail under the slip seat;
[5] on the slip seat;
[6] written on the webbing;
[7] attached to the side of the slip seat;
[8] affixed under the left seat rail"
"449537","http://www.metmuseum.org/art/collection/search/449537","Inscription","Large inscription in Arabic in muhaqqaq script on outer border: Qur’an 9:18–22.

Inscription in Arabic in kufic script framing the niche:
قال علیه الصلوة والسلام بنى الاسلام علی خمس شهادة ان لا إله إلا الله وأن محمداً رسول الله
واقام الصلوة وإیتاء الزکوة و الحج و صوم رمضان وقال علیه الصلوة و السلام من بنی لله
مسجداً ولو بمفحص قطاة علی التقوی
He [the Prophet], blessings and peace be upon him, said: “Islam is built on five attestations: there is no god but God and Muhammad is the Messenger of God,
he established prayer and the giving of alms and the pilgrimage and fasting of
[the month of] Ramadan.” And he [the Prophet], blessings and peace be upon
him, said: “Whoever builds a mosque for God, even the size of a sand-grouse
nest, based on piety, [God will build for him a palace in Paradise].”
(The Muslim reader can complete the phrase with the latter part of the sentence).

Inscription in Arabic in kufic and thuluth scripts at center of niche:
قال النبي علیه الصلوة والسلام/ المسجد بیت کل تقي
The Prophet, blessings and peace be upon him, said:
“The mosque is the abode of the pious.”

English translations of the Qur’an are taken from Arthur J. Arberry’s ""The Koran Interpreted"" (New York, 1966)."
"437153","http://www.metmuseum.org/art/collection/search/437153","Inscription","Signed and dated (lower left): .Gustave Moreau .64."
"468321","http://www.metmuseum.org/art/collection/search/468321","Inscription","(along top): O : MATER : dEI : MEME[backwards N]TO : MEI : dOMINE (O Mother of God, [O] Lord, remember me [Nehemiah 6:14])

(on green jar behind Virgin’s head): DEI / MATER / MEME[backwards N] [should be menemento] (Mother of God, remember [me])

(on border of bed cover): MAR[IA] / GRACIA PLENA (Mary full of grace [Luke 1:28])"
"22275","http://www.metmuseum.org/art/collection/search/22275","Inscription","Inscribed on the breastplate: CRISTVS . RES . VENIT . IN . PA/CE . ET . DEVS . HOMO . FACTVS . ES[t] (Christ the King came in peace and God was made man); on the backplate: IESVS . AVTEM . TRANSIENS . PERMEDIVM / ILORVM . IBAT (But Jesus passing through their midst went his way [Luke 4:30])."
"436622","http://www.metmuseum.org/art/collection/search/436622","Inscription","Signed (on flagon): fh"
"471909","http://www.metmuseum.org/art/collection/search/471909","Signature","Signed and Dated: Andrea de Giona, 1434."
"471909","http://www.metmuseum.org/art/collection/search/471909","Inscription","(left panel, on angel’s banderole): AVE . GRATIA . PLE[NA] (Hail [Mary] full of grace [Luke 1:28])

(left panel, on saint’s banderole): ECCE + AGNUS + dEI (Behold the lamb of God [John 1:29, John 1:36]

(center panel, on left page of Jesus’ book): EGO . / SVM . / LVX . / MONDI [should be MUNDI] (I am the light of the world [John 8:12])

(center panel, on right page of Jesus’ book): VIA . ET . V / ERIT / AS . (Way and Truth [John 14:6])

(center panel, along base): hOC . OPVS FECIT MAGISTER . And[R]EAS dE GIONA MCCCCXXXIIII (Master Andreas da Giona made this work [in] 1434)"
"436002","http://www.metmuseum.org/art/collection/search/436002","Inscription","Signed and dated (lower left): .66 / Gustave.Courbet."
"463192","http://www.metmuseum.org/art/collection/search/463192","Marking","Arms (on shield of figure on right and left socle panel; on right and left panel of altar): Arms of Archbishop Don Dalmau de Mur y Cervelló
(central shield on altar): Arma Christi"
"458994","http://www.metmuseum.org/art/collection/search/458994","Inscription","Inscribed (on Madonna's halo): AVE.GRATIA.PLENA.DOM"
"459090","http://www.metmuseum.org/art/collection/search/459090","Inscription","Inscribed (bottom): LA EX.ma S.a D.a MARIA YGNACIA ALVAREZ DE TOLEDO MARQVESA DE ASTORGA CONDESA DE ALTAMIRA / Y. LA S. D. MARIA AGVSTINA OSORIO ALVAREZ DE TOLEDO SV HIJA . NACIO . EN 21 DE FEBRERO DE 1787. (Her Excellency the Lady María Ygnacia Álvarez of Toledo, marchioness of Astorga and countess of Altamira, and the Lady María Agustina Osoria Álvarez of Toledo, her daughter, born on February 21, 1787.)"
"435962","http://www.metmuseum.org/art/collection/search/435962","Inscription","Signed and dated (lower left): COROT / 18[35]; stamped? (lower right): VENTE / COROT"
"451402","http://www.metmuseum.org/art/collection/search/451402","Inscription","At lower left in Arabic in naskhi script:
الفصل الثاني صح فصل
The second chapter is the correct chapter"
"459087","http://www.metmuseum.org/art/collection/search/459087","Inscription","Signed on the cross, above Christ's left hand, in Greek: doménikos theotokópoulos epoíei (Domenikos Theotokopoulos made this)"
"459052","http://www.metmuseum.org/art/collection/search/459052","Inscription","Signed and dated in white paint (bottom): m petr[vs] xpi me· ·fecit·ao 1449· (Master Petrus Christus made me in the year 1449) [with the artist's emblem, which resembles a clock escapement combined with a heart]"
"459082","http://www.metmuseum.org/art/collection/search/459082","Inscription","Inscribed (lower left): Rembrandt [the loop of the ""R"" clipped by the edge of canvas; not followed by an f]"
"459083","http://www.metmuseum.org/art/collection/search/459083","Inscription","Signed and inscribed: (center left) GTB [monogram]"
"472301","http://www.metmuseum.org/art/collection/search/472301","Inscription","(On cross): . i[esus] . n[azarenus] . r[ex] . i[udaeorum] (Jesus the Nazarene, king of the Jews [John 19:19])"
"436173","http://www.metmuseum.org/art/collection/search/436173","Inscription","Signed (lower left): Degas; (lower right) Degas [obscured by the artist]"
